pair_id,primary_barrier_openai,feasibility_openai,specific_conflict_openai,additional_barriers_openai,reasoning_openai,_recoded_from_openai,primary_barrier_anthropic,feasibility_anthropic,specific_conflict_anthropic,additional_barriers_anthropic,reasoning_anthropic,_recoded_from_anthropic,primary_barrier_google,feasibility_google,specific_conflict_google,additional_barriers_google,reasoning_google,rater_coverage_count,rater_coverage
FOODAPS_0217,CC.1,F3,FOODAPS asks about usual residents temporarily away; ACS asks for reasons data should not be used—unrelated content.,[],No substantive overlap in meaning; harmonization is infeasible.,,CC.1,F3,FOODAPS asks about temporarily absent household members; ACS asks why data should not be used (data quality assessment),[],These measure entirely different constructs. FOODAPS collects household roster information while ACS collects respondent assessment of data quality. No conceptual relationship.,,CC.1,F3,FOODAPS asks about temporary absentees; ACS is an open-ended data quality explanation,[],There is no conceptual overlap between probing for household members and providing reasons for data invalidity.,3,"openai,anthropic,google"
FOODAPS_0218,CC.1,F3,FOODAPS elicits information on usual residents who are away; ACS requests respondent name and telephone number (administrative/contact info).,[],"Different constructs (household membership vs. respondent contact), so incompatible for consolidation.",,CC.1,F3,FOODAPS asks about temporarily absent household members; ACS asks for respondent contact information,[],Completely different question types. FOODAPS collects household composition data while ACS collects respondent identification/contact details. No harmonization possible.,,CC.1,F3,FOODAPS probes for usual residents; ACS identifies the respondent,[],A probe for absent household members cannot be harmonized with a field for the respondent's name and telephone number.,3,"openai,anthropic,google"
FOODAPS_0219,CC.1,F3,"FOODAPS asks whether anyone usually lives at the address but is away; ACS asks the interviewer to copy Person 1's name from another page (instructional/admin text), not a comparable substantive item.",[],ACS item functions as questionnaire navigation/labeling and does not measure a household attribute; therefore incompatible.,,CC.1,F3,FOODAPS asks about temporarily absent household members; ACS provides administrative routing instruction to copy Person 1's name,[],FOODAPS collects substantive household data while ACS provides a questionnaire routing instruction. These serve different functions and cannot be consolidated.,,CC.1,F3,FOODAPS is a residency probe; ACS is a copy-instruction for administrative consistency,['MC.2'],The constructs are fundamentally different; one checks for household exclusions while the other manages form flow.,3,"openai,anthropic,google"
FOODAPS_0220,CC.1,F3,"FOODAPS asks if anyone else lives at the address (e.g., roommate, renter, employee)—a roster/membership question; ACS asks if there is any reason the interview data should not be used—an administrative/data-quality question.",[],"The constructs are wholly different (household composition vs. data usability), preventing harmonization.",,CC.1,F3,"FOODAPS asks about non-related household members (roommates, renters, employees); ACS asks if interview data should be used (data quality question)",[],Fundamentally different constructs. FOODAPS collects household composition information while ACS collects metadata about data validity. No measurement overlap.,,CC.1,F3,FOODAPS probes for non-relative residents; ACS asks about data usability,[],"The questions are conceptually distinct, addressing household composition versus data quality.",3,"openai,anthropic,google"
FOODAPS_0221,CC.1,F3,"FOODAPS asks about additional household members (roommates, renters, employees); ACS asks why the data should not be used—unrelated content.",[],No conceptual overlap; harmonization not feasible.,,CC.1,F3,FOODAPS asks about non-related household members; ACS asks why data should not be used (data quality assessment),[],These measure entirely different constructs. FOODAPS collects household roster information while ACS collects respondent assessment of data quality. No conceptual relationship.,,CC.1,F3,FOODAPS probes for non-relative residents; ACS explains data exclusion,[],Listing roommates/employees (roster probe) is not comparable to providing justification for data non-use.,3,"openai,anthropic,google"
FOODAPS_0222,CC.1,F3,FOODAPS asks about presence of additional household members; ACS requests the name and telephone number of the person filling out the form (administrative/contact information).,[],"Different constructs (household membership vs. respondent contact), so items cannot be consolidated.",,CC.1,F3,FOODAPS asks about non-related household members; ACS asks for respondent contact information (name and phone),[],Completely different question types. FOODAPS collects household composition data while ACS collects respondent identification/contact details. No harmonization possible.,,CC.1,F3,FOODAPS probes for non-relative residents; ACS identifies the respondent's contact info,[],A probe for household inclusion (roommates/renters) cannot be harmonized with respondent metadata.,3,"openai,anthropic,google"
FOODAPS_0223,CC.1,F3,"FOODAPS asks about presence of other household members/roommates/employees (household composition); ACS prompt is an administrative instruction to copy Person 1's name from another page (form-filling/navigation), a different concept.",[],"The two items measure fundamentally different constructs (household composition vs. form navigation/administrative metadata), so they cannot be meaningfully consolidated.",,CC.1,F3,FOODAPS asks about household composition (presence of other residents); ACS asks for name copying/administrative instruction,['MC.2'],These questions serve fundamentally different purposes. FOODAPS collects substantive household roster data; ACS provides administrative instructions for form completion. They are not measuring the same construct.,,CC.1,F3,FOODAPS screens for household membership inclusion (roommates/renters); ACS is an administrative instruction for name entry.,['CC.2'],"The questions measure fundamentally different concepts: one is household roster verification, and the other is an administrative identification task.",3,"openai,anthropic,google"
FOODAPS_0224,CC.1,F3,"FOODAPS asks whether listed people will be present/away/temporarily visiting (household residency status); ACS asks whether the interview data should not be used (data-usage/quality flag), a different construct.",[],One item captures household member presence/guest status while the other captures an administrative data-usage reason—concepts are incompatible for harmonization.,,CC.1,F3,FOODAPS asks about household member presence/absence patterns; ACS asks about data quality/usability of the interview itself,['MC.2'],Completely different constructs. FOODAPS measures household dynamics and member availability; ACS measures interview validity and data quality concerns. No conceptual overlap.,,CC.1,F3,FOODAPS tracks physical presence and temporary guest status; ACS is a data quality check for interview validity.,['TC.2'],"FOODAPS focuses on the temporal framing of household residency, whereas the ACS question is a metadata-level flag for data usability.",3,"openai,anthropic,google"
FOODAPS_0225,CC.1,F3,"FOODAPS asks about future presence/status of listed household members; ACS asks for a reason the data should not be used (data-quality/administrative explanation), which is unrelated.",[],Different constructs (household residency status vs. interviewer/respondent-provided data-usage reason) prevent direct consolidation.,,CC.1,F3,FOODAPS asks about household member presence/absence patterns; ACS asks for reasons why interview data should not be used,['MC.2'],Fundamentally different constructs with no overlap. FOODAPS measures household composition dynamics; ACS measures interview quality/validity concerns.,,CC.1,F3,FOODAPS tracks presence/guest status; ACS is a qualitative follow-up on data quality issues.,['RS.1'],"One measures household membership status via categorical selection, while the other captures reasons for data invalidity.",3,"openai,anthropic,google"
FOODAPS_0226,CC.1,F3,"FOODAPS asks about whether listed people will be present/away/temporary guests; ACS requests the name and telephone number of the person filling out the form (respondent contact metadata), a different concept.",[],Contact/metadata collection cannot be mapped to household residency/status questions; constructs differ fundamentally.,,CC.1,F3,FOODAPS asks about household member presence/absence patterns; ACS asks for respondent contact information,['MC.2'],No conceptual relationship. FOODAPS collects household roster data; ACS collects administrative contact information for survey management.,,CC.1,F3,FOODAPS tracks residency/guest status; ACS collects contact information (name/telephone) for the respondent.,[],There is no conceptual overlap between tracking household member presence and collecting administrative contact details.,3,"openai,anthropic,google"
FOODAPS_0227,CC.1,F3,"FOODAPS asks about future presence/status of people listed; ACS asks to copy Person 1's name from another page (form navigation/identification), unrelated constructs.",[],The items serve different purposes (household residency classification vs. form identification) and are not harmonizable.,,CC.1,F3,FOODAPS asks about household member presence/absence patterns; ACS provides administrative instruction to copy Person 1's name,['MC.2'],Completely different purposes. FOODAPS measures household dynamics; ACS provides form-filling instructions. No substantive overlap.,,CC.1,F3,FOODAPS tracks residency/guest status; ACS is an administrative instruction to copy a name for continuity.,[],"One is a behavioral/status question about household composition, while the other is a navigational/clerical instruction in the questionnaire.",3,"openai,anthropic,google"
FOODAPS_0228,CC.1,F3,"FOODAPS asks whether all people in the household share food (household behavior/foodsharing); ACS asks if there is any reason interview information should not be used (data-usage/quality flag), unrelated.",[],Behavioral/household practice measures cannot be mapped to administrative data-quality flags—different constructs.,,CC.1,F3,FOODAPS asks about food-sharing behavior within household; ACS asks about data quality/usability of the interview,['MC.2'],Fundamentally different constructs. FOODAPS measures household food-sharing patterns; ACS measures interview validity concerns. No conceptual relationship.,,CC.1,F3,FOODAPS identifies the 'food sharing unit' (economic unit); ACS is a binary flag for interview data usability.,['CC.2'],The core constructs (food resource pooling vs. data quality assessment) are entirely unrelated.,3,"openai,anthropic,google"
FOODAPS_0229,CC.1,F3,"FOODAPS asks about household food-sharing; ACS asks why the data should not be used (explanation for excluding data), a different concept.",[],The content and intended use of the responses differ fundamentally (substantive household behavior vs. administrative exclusion reason).,,CC.1,F3,FOODAPS asks about food-sharing behavior within household; ACS asks for reasons why interview data should not be used,['MC.2'],No overlap in constructs. FOODAPS measures household food-sharing; ACS measures interview quality concerns. Completely different purposes.,,CC.1,F3,FOODAPS defines food sharing behavior; ACS asks for reasons for unusable survey data.,['RS.1'],The constructs are logically distinct; one concerns domestic economic behavior while the other concerns survey metadata.,3,"openai,anthropic,google"
FOODAPS_0230,CC.1,F3,"FOODAPS asks whether household members share food; ACS requests the name and telephone number of the person completing the form (respondent contact), unrelated constructs.",[],Contact information cannot be derived from or mapped to a question about intra-household food-sharing practices.,,CC.1,F3,FOODAPS asks about food-sharing behavior within household; ACS asks for respondent contact information,['MC.2'],No conceptual relationship. FOODAPS collects substantive household data; ACS collects administrative contact information.,,CC.1,F3,FOODAPS asks about food sharing habits; ACS asks for the respondent's contact information.,[],Household resource sharing and respondent identity are separate domains with no path for harmonization.,3,"openai,anthropic,google"
FOODAPS_0231,CC.1,F3,"FOODAPS asks whether household members share food; ACS asks to copy the name of Person 1 from another page (form identification/navigation), which measures a different thing.",[],"The ACS prompt is administrative/form-structure related, not a substantive household behavior measure, so they are incompatible.",,CC.1,F3,FOODAPS asks about food-sharing behavior within household; ACS provides administrative instruction to copy Person 1's name,['MC.2'],Fundamentally different purposes. FOODAPS measures household food-sharing patterns; ACS provides form-filling instructions.,,CC.1,F3,FOODAPS asks about food sharing habits; ACS is an administrative task to copy a name.,[],The survey questions serve completely different purposes (behavioral measurement vs. clerical continuity).,3,"openai,anthropic,google"
FOODAPS_0232,CC.1,F3,"FOODAPS asks respondents to select which listed people share food with each other (dyadic/group household food-sharing); ACS asks if there is any reason the interview information should not be used (data-usage/quality), unrelated.",[],A detailed interpersonal food-sharing matrix cannot be reconciled with an administrative data-exclusion question; constructs are fundamentally different.,,CC.1,F3,FOODAPS asks respondent to identify which household members share food together; ACS asks about data quality/usability of the interview,['MC.2'],No conceptual overlap. FOODAPS measures food-sharing group composition; ACS measures interview validity concerns. Completely different constructs.,,CC.1,F3,FOODAPS identifies specific individuals in a food group; ACS checks the general validity of the whole interview.,['PC.1'],"The unit of analysis differs (individuals in food groups vs. the interview session quality), and the constructs are incompatible.",3,"openai,anthropic,google"
FOODAPS_0233,CC.1,F3,FOODAPS asks respondents to identify people who share food as a group (substantive social/household behavior); ACS asks for a reason the data should not be used (data-quality/paradata).,['PM.3'],"The two questions measure entirely different concepts (substantive social behavior vs metadata about data usability), making direct consolidation incompatible.",,CC.1,F3,FOODAPS asks respondent to identify household members sharing food; ACS asks about data quality/usability concerns. Fundamentally different question purposes.,[],"These questions measure entirely different constructs. FOODAPS is a substantive household composition question about food sharing behavior, while ACS is a data quality/administrative question about interview validity. No conceptual overlap exists.",,CC.1,F3,FOODAPS identifies social sharing units; ACS question is a qualitative metadata flag regarding data quality.,['RS.1'],The constructs are unrelated. One measures household resource sharing while the other captures respondent feedback on data validity.,3,"openai,anthropic,google"
FOODAPS_0234,CC.1,F3,FOODAPS asks about food-sharing group membership; ACS requests the name and telephone number of the respondent (identifying/contact information).,['PM.3'],"Content does not overlap: one is a behavioral/social roster, the other is respondent identification metadata, so they cannot be harmonized.",,CC.1,F3,FOODAPS asks for identification of food-sharing household members; ACS requests contact information (name/phone) of respondent. Different purposes and data types.,[],FOODAPS collects substantive household roster data about food sharing relationships; ACS collects administrative contact information. These serve entirely different functions and cannot be consolidated.,,CC.1,F3,FOODAPS identifies sharing group members; ACS collects administrative contact information for the respondent.,['RS.1'],A substantive question about internal household group composition cannot be harmonized with administrative metadata (name and phone number).,3,"openai,anthropic,google"
FOODAPS_0235,CC.1,F3,FOODAPS elicits which household members share food as a group; ACS asks to copy the name of Person 1 (administrative/instrument navigation instruction capturing identity).,['PM.3'],"The items capture different constructs (social sharing relationships vs administrative identifier/navigation), preventing consolidation.",,CC.1,F3,FOODAPS asks respondent to identify food-sharing group members; ACS instructs respondent to copy Person 1's name from prior page. Different purposes: substantive vs. administrative/routing.,['MC.2'],FOODAPS is a substantive question about household composition; ACS is an administrative instruction for form completion and question routing. No harmonization possible.,,CC.1,F3,FOODAPS identifies sharing group members; ACS is a procedural instruction to copy a name from a previous page.,['RS.1'],The FOODAPS question gathers information about economic/social units; the ACS item is a survey navigation/record-keeping instruction.,3,"openai,anthropic,google"
FOODAPS_0236,CC.1,F3,FOODAPS asks about the respondent's share of meal planning/preparation for the household (substantive role/behavior); ACS asks whether the interview data should not be used (data-quality flag).,['PM.3'],Different measurement domains (household behavior vs metadata about data usability) make direct harmonization infeasible.,,CC.1,F3,FOODAPS asks about respondent's role in meal planning/preparation (behavioral/household role); ACS asks about data quality concerns (administrative). Completely different constructs.,[],FOODAPS measures substantive household behavior and role allocation; ACS is a data quality/validity check question. No conceptual relationship exists between these questions.,,CC.1,F3,FOODAPS measures household labor/responsibility; ACS is an interviewer/respondent data quality flag.,['RS.1'],"Household meal planning workload is a behavioral construct, whereas the ACS item is a meta-survey question about interview integrity.",3,"openai,anthropic,google"
FOODAPS_0237,CC.1,F3,FOODAPS measures amount of meal planning/preparation done by respondent; ACS asks why the data should not be used (open-ended data-quality justification).,['PM.3'],"The substantive content and purpose differ completely (behavioral measure versus paradata), so consolidation is not possible.",,CC.1,F3,FOODAPS asks about respondent's meal planning/preparation involvement (behavioral measure); ACS asks why data should not be used (data quality assessment). Unrelated constructs.,[],FOODAPS measures household role and behavior; ACS measures data quality/usability. These serve completely different survey purposes and cannot be consolidated.,,CC.1,F3,FOODAPS measures meal planning workload; ACS provides a text box for explaining data quality issues.,['RS.1'],These questions share no common conceptual ground; one concerns household labor and the other concerns survey metadata.,3,"openai,anthropic,google"
FOODAPS_0238,CC.1,F3,FOODAPS asks about meal planning/prep contribution; ACS requests respondent name and telephone (contact/identifying information).,['PM.3'],One item is a behavioral measure; the other is identifying/contact metadata—distinct constructs that cannot be reconciled.,,CC.1,F3,FOODAPS asks about respondent's meal planning/preparation role; ACS requests respondent's contact information. Different data types and purposes.,[],FOODAPS collects substantive household behavior data; ACS collects administrative contact information. No harmonization possible due to fundamentally different purposes.,,CC.1,F3,FOODAPS measures meal planning workload; ACS collects administrative contact details.,['RS.1'],A behavioral frequency/intensity question cannot be harmonized with a static administrative name/phone field.,3,"openai,anthropic,google"
FOODAPS_0239,CC.1,F3,FOODAPS asks about respondent's role in meal planning/preparation; ACS asks to copy Person 1's name from another page (administrative identifier/instrument instruction).,['PM.3'],"Different constructs (household task allocation vs administrative identification), so direct harmonization is infeasible.",,CC.1,F3,FOODAPS asks about respondent's meal planning/preparation involvement; ACS instructs copying Person 1's name from prior page. Substantive vs. administrative/routing difference.,['MC.2'],FOODAPS is a substantive household role question; ACS is an administrative form instruction. These cannot be consolidated.,,CC.1,F3,FOODAPS measures meal planning workload; ACS is a procedural instruction for data entry (copying a name).,['RS.1'],The questions target different domains: household task distribution versus survey instrument navigation.,3,"openai,anthropic,google"
FOODAPS_0240,CC.1,F3,FOODAPS asks how much of meal planning/preparation respondent does for their food-sharing group (substantive social/behavioral); ACS asks whether interview information should not be used (data-quality/paradata).,['PM.3'],"The items address different domains (behavioral role within a social group vs metadata about data usability), preventing consolidation.",,CC.1,F3,FOODAPS asks about meal planning/preparation role within food-sharing group; ACS asks about data quality concerns. Different constructs and purposes.,['CC.4'],"FOODAPS measures substantive household/group behavior; ACS measures data quality/validity. Additionally, FOODAPS references 'food sharing group' as the unit while ACS is about interview validity. No consolidation possible.",,CC.1,F3,FOODAPS measures meal planning for a sub-household group; ACS is a data quality metadata flag.,['RS.1'],Constructs are fundamentally different; food sharing group labor vs. interview validity assessment.,3,"openai,anthropic,google"
FOODAPS_0241,CC.1,F3,FOODAPS measures respondent contribution to meal planning for a food-sharing group; ACS requests reasons the data should not be used (qualitative data-quality information).,['PM.3'],Substantive content vs paradata mismatch means the questions are incompatible for harmonization.,,CC.1,F3,FOODAPS asks about meal planning/preparation role in food-sharing group (behavioral); ACS asks why data should not be used (data quality). Unrelated constructs.,['CC.4'],"FOODAPS measures substantive household/group behavior; ACS measures data quality assessment. Additionally, FOODAPS references 'food sharing group' while ACS is about interview validity. Fundamentally incompatible.",,CC.1,F3,FOODAPS measures meal planning for a sub-household group; ACS captures justifications for data exclusion.,['RS.1'],There is no conceptual overlap between meal preparation tasks and survey metadata regarding data use justification.,3,"openai,anthropic,google"
FOODAPS_0242,CC.1,F3,FOODAPS asks about meal planning/preparation for a food-sharing group; ACS asks for the name and telephone number of the person filling out the form (contact/identifying info).,['PM.3'],"One item elicits behavioral/social information, the other elicits identifying metadata—different constructs that cannot be directly consolidated.",,CC.1,F3,FOODAPS asks about meal planning/preparation role in food-sharing group; ACS requests respondent's contact information. Different data types and purposes.,['CC.4'],"FOODAPS collects substantive household/group behavior data; ACS collects administrative contact information. Additionally, FOODAPS references 'food sharing group' as the unit. No harmonization possible.",,CC.1,F3,FOODAPS measures meal planning for a sub-household group; ACS collects PII (name and telephone).,['RS.1'],Substantive behavioral measurement of food group dynamics cannot be recoded into or compared with administrative contact information.,3,"openai,anthropic,google"
FOODAPS_0243,CC.1,F3,FOODAPS asks about respondent's share of meal planning/preparation; ACS text is an administrative instruction to copy a name (no substantive measure of household behavior).,[],"The items measure entirely different concepts (household food role vs form-filling instruction), so there is no conceptual mapping to harmonize.",,CC.1,F3,FOODAPS asks about meal planning/preparation activities for a food sharing group; ACS asks for administrative roster information (copying person name). These measure entirely different constructs.,['MC.2'],"The questions address fundamentally different concepts: one measures behavioral participation in food preparation, the other is an administrative/routing instruction. No conceptual overlap exists.",,CC.1,F3,Survey asks about household labor participation (meal planning/prep); ACS contains a procedural administrative instruction for form navigation.,[],"The two items are fundamentally different. One is a behavioral research question, and the other is a technical questionnaire design instruction for the respondent.",3,"openai,anthropic,google"
FOODAPS_0244,CC.1,F3,FOODAPS asks whether spouse is a household member; ACS asks whether interview data should not be used (a data-usage/consent/admin question).,[],"Core concepts differ (household composition vs data-use reason), making direct consolidation impossible.",,CC.1,F3,FOODAPS asks about household membership of spouse; ACS asks about data quality/validity concerns. These are entirely different constructs with no semantic relationship.,[],One question measures household composition; the other is a data quality gate. No harmonization is possible as they address unrelated topics.,,CC.1,F3,Survey asks about household composition (spouse presence); ACS asks a data quality/validity audit question.,[],There is no conceptual overlap between determining if a spouse lives in the home and assessing whether an interview's data is valid for use.,3,"openai,anthropic,google"
FOODAPS_0245,CC.1,F3,FOODAPS asks about spouse membership in household; ACS asks for a free-text reason why data should not be used (administrative/consent rationale).,[],"Items capture unrelated content (demographic membership vs administrative justification), so they cannot be harmonized.",,CC.1,F3,FOODAPS asks about household membership of spouse; ACS asks for reasons data should not be used. These measure entirely different constructs.,[],One is a household composition question; the other is a data quality/validity probe. No conceptual overlap or harmonization pathway exists.,,CC.1,F3,Survey asks about household composition (spouse presence); ACS is an open-ended follow-up regarding data quality concerns.,['RS.1'],"One item captures a binary or categorical social relationship status, while the other is a metadata-related justification for data invalidity.",3,"openai,anthropic,google"
FOODAPS_0246,CC.1,F3,"FOODAPS asks if spouse is a household member; ACS requests the name and telephone number of the respondent (contact information), not household composition.",[],Different constructs (household relationship vs respondent contact info) prevent mapping between the questions.,,CC.1,F3,FOODAPS asks about household membership of spouse; ACS requests contact information (name and phone) of respondent. These measure entirely different constructs.,[],One measures household composition; the other collects administrative contact data. No semantic relationship or harmonization feasibility.,,CC.1,F3,Survey asks about household composition; ACS collects respondent contact information (name and phone number).,[],The survey question is substantive research data; the ACS item is administrative metadata/PII for respondent contact.,3,"openai,anthropic,google"
FOODAPS_0247,CC.1,F3,FOODAPS addresses spouse membership in household; ACS is an instruction to copy Person 1's name (administrative/name verification).,[],"The questions concern distinct concepts (household relationship vs administrative name copying), so consolidation is infeasible.",,CC.1,F3,FOODAPS asks about household membership of spouse; ACS asks for administrative roster information (copying person name). These measure entirely different constructs.,['MC.2'],One is a substantive household composition question; the other is an administrative/routing instruction. No conceptual overlap exists.,,CC.1,F3,Survey asks about spouse residency; ACS contains a procedural instruction to copy a name for cross-reference.,[],"One is a question about social structure/living arrangements, and the other is a procedural task for questionnaire flow.",3,"openai,anthropic,google"
FOODAPS_0248,CC.1,F3,FOODAPS asks whether household has a seasonal fruit/vegetable garden; ACS asks if there is any reason the interview data should not be used (administrative/consent).,[],"Content is unrelated (food production behavior vs data-use/admin), so no harmonizable relationship exists.",,CC.1,F3,FOODAPS asks about gardening behavior; ACS asks about data quality/validity concerns. These are entirely different constructs with no semantic relationship.,[],One measures household food production activities; the other is a data quality gate. No harmonization is possible.,,CC.1,F3,Survey asks about home gardening behavior; ACS asks a data quality audit question.,[],Gardening status and interview validity are completely unrelated constructs.,3,"openai,anthropic,google"
FOODAPS_0249,CC.1,F3,FOODAPS asks about having a seasonal garden; ACS asks for a reason why the data should not be used (open-ended administrative reason).,[],Different constructs (household gardening vs administrative free-text reason) preclude direct consolidation.,,CC.1,F3,FOODAPS asks about gardening behavior; ACS asks for reasons data should not be used. These measure entirely different constructs.,[],One is a substantive food production question; the other is a data quality/validity probe. No conceptual overlap exists.,,CC.1,F3,Survey asks about home gardening behavior; ACS asks for reasoning regarding data invalidity.,['RS.1'],"The survey captures a specific lifestyle behavior, while the ACS item captures metadata regarding the quality of the data collection process.",3,"openai,anthropic,google"
FOODAPS_0250,CC.1,F3,FOODAPS asks about presence of a seasonal garden; ACS requests the name and telephone number of the person filling out the form (respondent contact info).,[],"Items measure unrelated information (garden ownership/use vs respondent contact details), so they cannot be harmonized.",,CC.1,F3,FOODAPS asks about gardening behavior; ACS requests contact information (name and phone) of respondent. These measure entirely different constructs.,[],One measures household food production; the other collects administrative contact data. No semantic relationship or harmonization feasibility.,,CC.1,F3,Survey asks about gardening behavior; ACS collects contact information (name and telephone number).,[],Substantive behavioral question versus administrative identity/contact data.,3,"openai,anthropic,google"
FOODAPS_0251,CC.1,F3,FOODAPS asks about having a seasonal fruit/vegetable garden; ACS instructs to copy Person 1's name (administrative/name verification).,[],"The questions capture different constructs (garden ownership vs administrative naming), making consolidation impossible.",,CC.1,F3,FOODAPS asks about gardening behavior; ACS asks for administrative roster information (copying person name). These measure entirely different constructs.,['MC.2'],One is a substantive food production question; the other is an administrative/routing instruction. No conceptual overlap exists.,,CC.1,F3,Survey asks about gardening behavior; ACS provides form navigation instructions for Person 1 identification.,[],These items serve entirely different purposes (behavioral measurement vs. questionnaire administration).,3,"openai,anthropic,google"
FOODAPS_0252,CC.1,F3,FOODAPS asks whether the respondent receives free produce from others' gardens/trees; ACS asks whether there is any reason the interview information should not be used (administrative/consent).,[],"Substantive content (receipt of free produce) is unrelated to administrative data-use questions, so no harmonization is possible.",,CC.1,F3,FOODAPS asks about receiving produce from others' gardens; ACS asks about data quality/validity concerns. These are entirely different constructs with no semantic relationship.,[],One measures household food sourcing behavior; the other is a data quality gate. No harmonization is possible.,,CC.1,F3,Survey asks about informal food sourcing (receiving free produce); ACS asks a data quality audit question.,[],Food acquisition behaviors cannot be mapped to questions regarding whether interview data should be excluded from analysis.,3,"openai,anthropic,google"
FOODAPS_0253,CC.1,F3,FOODAPS asks about receipt of free produce from others' gardens (food access behavior); ACS asks a data-quality question ('Why do you think the data should not be used?')—fundamentally different constructs.,[],"The two questions address entirely different concepts (food acquisition behavior vs reasons to discard/interrogate data), so they cannot be meaningfully harmonized.",,CC.1,F3,FOODAPS asks about receipt of free produce from gardens; ACS asks about data quality/usability - completely different constructs,[],These questions measure entirely different concepts. FOODAPS measures food acquisition behavior while ACS measures data quality assessment. No conceptual overlap exists.,,CC.1,F3,FOODAPS asks about food sources; ACS asks for data quality feedback,[],"The constructs are fundamentally different. One measures material food acquisition from private gardens, while the other is a meta-survey question about data validity.",3,"openai,anthropic,google"
FOODAPS_0254,CC.1,F3,FOODAPS asks whether household receives free fruits/vegetables; ACS asks for the respondent's name and telephone number (administrative contact information).,[],One item measures a substantive food-access behavior; the other collects identifying/contact metadata—different constructs and non-harmonizable.,,CC.1,F3,FOODAPS asks about receipt of free produce; ACS requests contact information - completely different constructs,[],These questions serve different purposes. FOODAPS measures food access while ACS collects administrative contact data. No harmonization possible.,,CC.1,F3,FOODAPS asks about food sources; ACS asks for administrative contact information,[],There is no conceptual overlap between gathering data on garden food sources and collecting respondent contact information.,3,"openai,anthropic,google"
FOODAPS_0255,CC.1,F3,"FOODAPS asks about receipt of free produce; ACS asks the respondent to copy a name from another page (an instruction/identifier), not a substantive survey measure.",[],"Content and purpose diverge (behavioral measure vs administrative/instructional item), making direct consolidation impossible.",,CC.1,F3,FOODAPS asks about receipt of free produce; ACS provides administrative instruction to copy respondent name - completely different constructs,[],FOODAPS measures food acquisition behavior while ACS provides form instructions. These serve fundamentally different purposes with no conceptual relationship.,,CC.1,F3,FOODAPS asks about food sources; ACS is an administrative respondent identification instruction,[],"The questions serve different purposes; one is a substantive survey item, the other is an instrument navigation instruction.",3,"openai,anthropic,google"
FOODAPS_0256,CC.1,F3,FOODAPS asks whether listed people can/will answer additional substantive modules themselves or require a proxy; ACS asks whether interview information should not be used (data-utility/quality concern).,['MC.4'],"Primary mismatch is construct-level (proxy/ability-to-respond vs data-use/quality). An additional barrier is that FOODAPS explicitly addresses proxy/self-report rules, which ACS does not.",,CC.1,F3,FOODAPS asks about respondent willingness/ability to answer health/work/income questions; ACS asks about data quality concerns - different constructs,[],FOODAPS measures proxy response capability for substantive topics while ACS measures data quality assessment. These address different survey administration concerns.,,CC.1,F3,FOODAPS identifies proxy respondents; ACS asks for data quality assessment,['MC.4'],"FOODAPS is establishing the respondent protocol (self vs proxy) for substantive modules, while the ACS question is a global quality check.",3,"openai,anthropic,google"
FOODAPS_0257,CC.1,F3,FOODAPS asks about respondents' ability/willingness to answer for themselves or via proxy; ACS asks for reasons the data should not be used—different substantive focus.,['MC.4'],"Questions target different constructs (respondent/proxy capability vs data usability), so they are incompatible for harmonization.",,CC.1,F3,FOODAPS asks about respondent willingness/ability to answer substantive questions; ACS asks about reasons data should not be used - different constructs,[],FOODAPS measures proxy response capability while ACS measures data quality concerns. These are fundamentally different survey administration questions.,,CC.1,F3,FOODAPS identifies proxy respondents; ACS asks for justification of data invalidity,['MC.4'],The constructs (proxy status vs. reason for invalid data) are logically independent and cannot be harmonized.,3,"openai,anthropic,google"
FOODAPS_0258,CC.1,F3,FOODAPS asks about ability/willingness to answer additional modules (proxy vs self); ACS requests the name and telephone number of the person filling out the form (administrative/contact info).,['MC.4'],Different constructs (proxy/response capability vs administrative contact information) prevent consolidation.,,CC.1,F3,FOODAPS asks about respondent willingness/ability to answer substantive questions; ACS requests contact information - completely different constructs,[],FOODAPS measures proxy response capability while ACS collects administrative contact data. No conceptual overlap exists.,,CC.1,F3,FOODAPS identifies proxy respondents; ACS collects administrative contact info,['MC.4'],Identifying who will provide future data (proxy status) is a different administrative task than collecting the name and phone number of the current respondent.,3,"openai,anthropic,google"
FOODAPS_0259,CC.1,F3,"FOODAPS asks whether people can/will answer additional questions themselves or via proxy; ACS asks to copy the name of Person 1 (instructional/identifier), not a substantive measure.",['MC.4'],"The items serve different purposes (response-mode/proxy determination vs form-filling instruction/identifier), so they are not harmonizable.",,CC.1,F3,FOODAPS asks about respondent willingness/ability to answer substantive questions; ACS provides administrative instruction - completely different constructs,[],FOODAPS measures proxy response capability while ACS provides form instructions. These serve fundamentally different purposes.,,CC.1,F3,FOODAPS identifies proxy respondents; ACS is a name-matching administrative task,['MC.4'],Determining response mode/proxy status for health and work questions has no relation to the instruction to copy a name from a previous page.,3,"openai,anthropic,google"
