pair_id,primary_barrier_openai,feasibility_openai,specific_conflict_openai,additional_barriers_openai,reasoning_openai,primary_barrier_claude,feasibility_claude,specific_conflict_claude,additional_barriers_claude,reasoning_claude,barrier_l1_openai,barrier_l1_claude
FOODAPS_0280,CC.1,F3,"FOODAPS asks about insurance payments, while ACS asks about payments on second mortgages or home equity loans, which are distinct financial obligations.",[],The focus on insurance versus second mortgages creates a fundamental incompatibility.,CC.1,F3,FOODAPS asks about insurance payment; ACS asks about secondary mortgage/home equity loan payment amounts. These measure different financial obligations.,[],Insurance and secondary debt payments are distinct cost categories. No logical consolidation possible.,CC,CC
FOODAPS_0281,CC.1,F3,"FOODAPS asks about insurance payments, while ACS inquires about various costs related to mobile homes, which are different financial aspects.",[],"The questions pertain to different financial responsibilities, leading to incompatibility.",CC.1,F3,FOODAPS asks about insurance payment; ACS asks about mobile home taxes and fees. These measure different cost categories for different property types.,['PC.1'],"Insurance and property taxes/fees are distinct constructs. Additionally, ACS question is specific to mobile homes while FOODAPS applies to homeowners/renters generally. No consolidation feasible.",CC,CC
FOODAPS_0282,CC.1,F3,"FOODAPS asks about frequency of insurance payments, while ACS asks about annual real estate taxes, which are different financial obligations.",[],"The core concepts of insurance payment frequency and real estate taxes are fundamentally different, making them incompatible.",CC.1,F3,FOODAPS asks about insurance payment frequency; ACS asks about real estate tax amounts. These measure different constructs (frequency vs. magnitude) for different cost categories.,['RS.1'],FOODAPS measures temporal frequency of insurance payments; ACS measures dollar magnitude of taxes. These are fundamentally different constructs and response formats. No consolidation possible.,CC,CC
FOODAPS_0283,RS.1,F3,"FOODAPS asks about frequency of payments, while ACS asks for annual payment amount.",[],The primary issue is a fundamental difference in response format; one is frequency-based while the other is a monetary amount.,RS.1,F2,FOODAPS asks frequency of payment (ordinal scale: how often); ACS asks annual dollar amount (continuous numeric scale),['CC.2'],"Fundamental response scale mismatch: one measures payment frequency (categorical), the other measures payment amount (numeric). These operationalize different aspects of insurance costs and would require modeling assumptions to convert frequency to amount or vice versa.",RS,RS
FOODAPS_0284,CC.1,F3,"FOODAPS inquires about insurance payments, while ACS asks about mortgage status.",[],The core concepts differ significantly; one focuses on insurance payments and the other on mortgage obligations.,CC.1,F3,FOODAPS asks about insurance payment frequency; ACS asks about mortgage/debt existence (yes/no). These measure entirely different constructs.,[],"These questions address fundamentally different concepts: one concerns insurance costs, the other concerns mortgage debt. No logical relationship exists between payment frequency for insurance and presence of mortgage debt.",CC,CC
FOODAPS_0285,CC.1,F3,"FOODAPS asks about payment frequency for insurance, while ACS asks for the amount of mortgage payment.",[],The questions address different constructs; one is about insurance payments and the other about mortgage payments.,CC.1,F3,FOODAPS asks about insurance payment frequency; ACS asks about monthly mortgage payment amount. These measure entirely different financial obligations.,[],These questions address fundamentally different constructs: insurance costs versus mortgage payments. No direct relationship exists between how frequently one pays insurance and the amount of monthly mortgage payments.,CC,CC
FOODAPS_0286,CC.1,F3,"FOODAPS focuses on insurance payments, while ACS asks if mortgage payments include taxes.",[],The constructs are not comparable; one is about insurance payments and the other about tax inclusion in mortgage payments.,CC.1,F3,FOODAPS asks about insurance payment frequency; ACS asks whether mortgage payment includes real estate taxes (yes/no). These measure different financial concepts.,[],These questions address fundamentally different constructs: insurance payment frequency versus whether taxes are bundled into mortgage payments. No logical relationship exists between these two distinct financial arrangements.,CC,CC
FOODAPS_0287,CC.1,F3,"FOODAPS asks about insurance payment frequency, while ACS inquires if mortgage includes insurance.",[],The questions are related but distinct in their focus; one is on payment frequency and the other on inclusion of insurance in mortgage.,CC.2,F2,FOODAPS asks frequency of insurance payments (how often paid); ACS asks whether insurance is bundled into mortgage payment (yes/no). Different operationalizations of insurance cost handling.,['RS.1'],"While both concern insurance, they operationalize it differently: one measures payment frequency (ordinal), the other measures whether insurance is included in mortgage (binary). These could theoretically be related but require assumptions about payment structures and frequency patterns.",CC,CC
FOODAPS_0288,CC.1,F3,"FOODAPS asks about insurance payments, while ACS asks about second mortgages or home equity loans.",[],The constructs differ significantly; one is about insurance payments and the other about mortgage types.,CC.1,F3,FOODAPS asks about insurance payment frequency; ACS asks about second mortgage/home equity loan existence. These measure entirely different financial products.,[],These questions address fundamentally different constructs: insurance costs versus secondary debt instruments. No logical relationship exists between insurance payment frequency and presence of second mortgages or home equity loans.,CC,CC
FOODAPS_0289,CC.1,F3,"FOODAPS focuses on insurance payment frequency, while ACS asks for amounts related to second mortgages.",[],The questions are not comparable as they address different financial obligations.,CC.1,F3,FOODAPS asks about insurance payment frequency; ACS asks about monthly payment on second mortgages/home equity loans. These measure entirely different financial obligations.,[],These questions address fundamentally different constructs: insurance costs versus secondary debt payments. No logical relationship exists between insurance payment frequency and secondary mortgage/equity loan payment amounts.,CC,CC
FOODAPS_0290,CC.1,F3,"FOODAPS asks about insurance payments, while ACS inquires about total costs for various fees.",[],The constructs are fundamentally different; one is about insurance and the other about various property-related costs.,CC.1,F3,FOODAPS asks about insurance payment frequency; ACS asks about mobile home property taxes and fees. These measure entirely different cost categories.,['PC.1'],"These questions address fundamentally different constructs and populations: insurance payment frequency for general housing versus annual costs specific to mobile homes. Additionally, ACS targets mobile home residents while FOODAPS applies to general household population.",CC,CC
FOODAPS_0291,RS.1,F2,"FOODAPS asks if property tax is paid, while ACS asks for the annual amount.",[],The primary issue is a difference in response format; one is a yes/no question while the other requires a monetary response.,RS.2,F1,FOODAPS asks binary yes/no about paying property tax; ACS asks for specific annual dollar amount. Different response scales with different information granularity.,[],"FOODAPS captures only whether property tax is paid (binary), while ACS captures the amount (continuous). The ACS response can be recoded to FOODAPS format (any amount > 0 = yes), making this mechanically transformable, though information is lost in the reverse direction.",RS,RS
FOODAPS_0292,CC.1,F3,"FOODAPS asks about property tax payments, while ACS asks about insurance payments.",[],The constructs are not comparable; one focuses on property taxes and the other on insurance payments.,CC.1,F3,FOODAPS asks about property tax payment (yes/no); ACS asks about insurance payment amount. These measure entirely different cost categories.,[],"These questions address fundamentally different constructs: property taxes versus insurance. While both are housing costs, they are distinct financial obligations with no logical relationship between paying property tax and the amount of insurance payments.",CC,CC
FOODAPS_0293,CC.1,F3,"FOODAPS asks about property tax payments, while ACS inquires about mortgage-related debts.",[],"The core concepts differ; one focuses on tax payments while the other addresses mortgage obligations, making them fundamentally incompatible.",CC.1,F3,FOODAPS asks about property tax payment (tax obligation); ACS asks about mortgage/debt existence (financial obligation). These are distinct financial concepts.,[],"The questions measure fundamentally different constructs: one measures tax liability, the other measures debt obligation. They cannot be consolidated as they answer different questions about household finances.",CC,CC
FOODAPS_0294,CC.1,F3,"FOODAPS asks about property tax payments, while ACS asks for the amount of the mortgage payment.",[],"The questions target different financial aspects; one is about taxes and the other about mortgage payments, leading to incompatibility.",CC.1,F3,FOODAPS asks about property tax payment (yes/no); ACS asks for mortgage payment amount (continuous). Different constructs entirely.,['RS.1'],"Fundamental construct difference: property tax vs mortgage payment. Additionally, response scale differs (binary vs continuous amount). Not harmonizable.",CC,CC
FOODAPS_0295,CC.1,F3,"FOODAPS asks about property tax payments, while ACS asks if mortgage payments include taxes.",[],"The focus of the questions is different; one is about direct tax payments and the other about the inclusion of taxes in mortgage payments, making them incompatible.",CC.1,F3,FOODAPS asks if household pays property tax directly; ACS asks if mortgage payment includes property tax. Different constructs: direct payment vs payment inclusion.,[],"These measure different aspects of property tax: whether it is paid at all vs whether it is bundled in mortgage. A household could pay property tax directly but not through mortgage, or vice versa.",CC,CC
FOODAPS_0296,CC.1,F3,"FOODAPS asks about property tax payments, while ACS asks about insurance payments.",[],"The questions pertain to different financial obligations; one is about taxes and the other about insurance, leading to incompatibility.",CC.1,F3,FOODAPS asks about property tax; ACS asks about insurance inclusion in mortgage. Entirely different cost categories.,[],Property tax and insurance are distinct financial obligations. No logical relationship between paying property tax and whether insurance is bundled in mortgage payment.,CC,CC
FOODAPS_0297,CC.1,F3,"FOODAPS asks about property tax payments, while ACS asks about second mortgages or home equity loans.",[],"The questions address different financial instruments; one is about taxes and the other about loans, making them fundamentally incompatible.",CC.1,F3,FOODAPS asks about property tax payment; ACS asks about second mortgage/home equity loan existence. Unrelated financial instruments.,[],Property tax obligation is unrelated to presence of secondary debt instruments. These measure different aspects of household finances.,CC,CC
FOODAPS_0298,CC.1,F3,"FOODAPS asks about property tax payments, while ACS asks about payments on second mortgages and home equity loans.",[],"The focus is on different financial aspects; one is about taxes and the other about loan payments, leading to incompatibility.",CC.1,F3,FOODAPS asks about property tax payment; ACS asks for amount of secondary mortgage/equity loan payments. Completely different financial concepts.,['RS.1'],"No conceptual relationship between property tax and secondary debt payments. Additionally, response formats differ (binary vs continuous amount).",CC,CC
FOODAPS_0299,RS.1,F2,"FOODAPS asks a yes/no question about property tax payments, while ACS asks for total annual costs in a different format.",[],"The response formats differ significantly; one is binary while the other requires a numerical response, complicating harmonization.",CC.4,F2,"FOODAPS asks about property tax (yes/no); ACS asks about total annual costs including property taxes, site rent, registration, and license fees for mobile homes. Scope differs significantly.","['RS.1', 'PC.1']","ACS question includes property tax but also multiple other cost categories and is specific to mobile homes. FOODAPS is broader population. Response format differs (binary vs continuous amount). Could partially harmonize if focusing only on property tax component, but requires statistical extraction.",RS,CC
FOODAPS_0300,TC.2,F3,"FOODAPS asks about frequency of payments, while ACS asks for annual tax amounts.",[],"The temporal framing is incompatible; one measures frequency while the other measures total annual costs, making them fundamentally different.",CC.2,F3,FOODAPS asks about frequency of property tax payment; ACS asks for annual property tax amount. Different operationalizations of property tax concept.,['RS.1'],Frequency of payment and amount of payment are different behavioral indicators. Response scales are incompatible (frequency categories vs dollar amount). Cannot be consolidated.,TC,CC
FOODAPS_0301,CC.1,F3,"FOODAPS asks about frequency of property tax payments, while ACS asks about insurance payments.",[],"The questions pertain to different financial obligations; one is about taxes and the other about insurance, leading to incompatibility.",CC.1,F3,FOODAPS asks about frequency of property tax payment; ACS asks for annual insurance payment amount. Different cost categories entirely.,['RS.1'],"Property tax and insurance are distinct financial obligations. Additionally, one measures frequency while the other measures amount. No basis for consolidation.",CC,CC
FOODAPS_0302,CC.1,F3,"FOODAPS asks about frequency of property tax payments, while ACS asks about mortgage-related debts.",[],"The core concepts differ; one focuses on tax payments while the other addresses mortgage obligations, making them fundamentally incompatible.",CC.1,F3,FOODAPS asks about frequency of property tax payment; ACS asks about mortgage/debt existence. Unrelated financial concepts.,['RS.1'],Property tax payment frequency is unrelated to mortgage existence. Response scales differ fundamentally (frequency vs yes/no). Not harmonizable.,CC,CC
FOODAPS_0303,CC.1,F3,"FOODAPS asks about frequency of property tax payments, while ACS asks about the amount of the mortgage payment.",[],"The core concepts differ; one measures payment frequency while the other measures payment amount, making them fundamentally incompatible.",CC.1,F3,FOODAPS asks about frequency of paying property tax; ACS asks for specific dollar amount of mortgage payment. These measure fundamentally different constructs (payment frequency vs. payment amount).,['RS.1'],"The questions operationalize different aspects of housing costs. FOODAPS measures temporal frequency (how often), while ACS measures magnitude (how much). These cannot be reconciled without additional data.",CC,CC
FOODAPS_0304,CC.1,F3,"FOODAPS asks about frequency of property tax payments, while ACS asks if mortgage payments include real estate taxes.",[],"The questions address different aspects of housing costs, with one focusing on payment frequency and the other on inclusion of taxes in mortgage payments.",CC.1,F3,FOODAPS asks about frequency of paying property tax; ACS asks whether mortgage payment includes property taxes (yes/no). Different constructs: payment frequency vs. payment bundling.,['RS.1'],FOODAPS measures when/how often taxes are paid independently; ACS measures whether taxes are bundled into mortgage. These address different aspects of tax payment structure.,CC,CC
FOODAPS_0305,CC.1,F3,"FOODAPS asks about frequency of property tax payments, while ACS asks if mortgage payments include insurance payments.",[],"The questions pertain to different financial obligations; one is about taxes and the other about insurance, making them incompatible.",CC.1,F3,FOODAPS asks about frequency of paying property tax; ACS asks whether mortgage payment includes insurance. These measure entirely different cost components (property tax vs. insurance).,['CC.4'],The questions address different scope inclusions. FOODAPS focuses on property taxes; ACS focuses on insurance. No logical connection between frequency of tax payment and insurance bundling.,CC,CC
FOODAPS_0306,CC.1,F3,"FOODAPS asks about frequency of property tax payments, while ACS asks about the existence of a second mortgage or home equity loan.",[],"The focus of the questions is different; one is on tax payments and the other on mortgage status, leading to incompatibility.",CC.1,F3,FOODAPS asks about frequency of paying property tax; ACS asks about existence of second mortgages/home equity loans. These measure different financial instruments and have no direct relationship.,['CC.4'],Property tax payment frequency is unrelated to presence of secondary debt instruments. These are distinct financial obligations with no logical harmonization path.,CC,CC
FOODAPS_0307,CC.1,F3,"FOODAPS asks about frequency of property tax payments, while ACS asks about the amount of payments on second mortgages or home equity loans.",[],"The questions measure different financial aspects; one is about tax frequency and the other about mortgage payments, making them fundamentally incompatible.",CC.1,F3,FOODAPS asks about frequency of paying property tax; ACS asks for dollar amount of second mortgage/home equity loan payments. These measure different financial obligations (primary property tax vs. secondary debt).,"['CC.4', 'RS.1']",Fundamentally different constructs measuring different debt instruments. Property taxes are distinct from secondary mortgage payments. No harmonization possible.,CC,CC
FOODAPS_0308,CC.1,F3,"FOODAPS asks about frequency of property tax payments, while ACS asks about total annual costs for various fees related to mobile homes.",[],"The questions differ in scope and focus; one is about property tax frequency and the other about various fees, leading to incompatibility.",CC.4,F3,"FOODAPS asks about frequency of paying property tax on home; ACS asks about total annual costs for mobile home including property taxes, site rent, registration, and license fees. Different scope and property type.","['PC.1', 'CC.1']","ACS question includes multiple cost components (taxes, site rent, registration, licenses) while FOODAPS focuses only on property tax frequency. Additionally, mobile home costs differ structurally from traditional home costs.",CC,CC
FOODAPS_0309,CC.2,F1,"FOODAPS asks about usual payment amounts, while ACS asks for annual real estate taxes.",[],"The questions are closely related but differ in the time frame of the payment, allowing for a direct recode with adjustments.",TC.1,F1,FOODAPS asks 'usually pay' (habitual/typical amount); ACS asks 'annual real estate taxes' (specific period). Both measure property tax amount but with different temporal framing.,[],Both questions target the same construct (annual property tax amount) but differ in temporal framing. FOODAPS uses habitual framing ('usually pay') while ACS uses explicit annual reference. Simple recoding of response scale and temporal clarification would enable harmonization.,CC,TC
FOODAPS_0310,CC.1,F3,"FOODAPS asks about usual property tax payments, while ACS asks about annual insurance payments.",[],"The questions address different financial obligations; one is about taxes and the other about insurance, making them incompatible.",CC.4,F3,FOODAPS asks about property tax amount; ACS asks about insurance payment amount. These measure different cost components with no logical relationship.,['CC.1'],Property taxes and insurance are distinct cost categories. Knowing one does not inform the other. These cannot be harmonized as they measure fundamentally different housing expenses.,CC,CC
FOODAPS_0311,CC.1,F3,"FOODAPS asks about usual property tax payments, while ACS asks about the existence of a mortgage or similar debt.",[],"The focus of the questions is different; one is on tax payments and the other on mortgage status, leading to incompatibility.",CC.1,F3,FOODAPS asks for dollar amount of property tax payment; ACS asks yes/no about existence of mortgage/debt. These measure different constructs: payment amount vs. debt presence.,['RS.1'],FOODAPS measures magnitude of a specific cost; ACS measures binary presence of debt. These are fundamentally different operationalizations with no direct conversion path.,CC,CC
FOODAPS_0312,CC.1,F3,"FOODAPS asks about usual property tax payments, while ACS asks about the amount of the mortgage payment.",[],"The core concepts differ; one measures tax payments while the other measures mortgage payments, making them fundamentally incompatible.",CC.4,F3,FOODAPS asks about property tax amount; ACS asks about mortgage payment amount. These measure different cost components (property tax vs. mortgage principal/interest).,['CC.1'],"Property taxes and mortgage payments are distinct financial obligations. While both are housing costs, they are separate line items that cannot be conflated. No harmonization possible without additional data.",CC,CC
FOODAPS_0313,CC.1,F3,"FOODAPS asks for the amount paid for property tax, while ACS inquires if taxes are included in the mortgage payment.",[],The core concepts differ; one measures direct tax payments while the other assesses inclusion in mortgage payments.,CC.1,F3,FOODAPS asks amount paid for property tax; ACS asks whether mortgage payment includes property tax (yes/no question vs. dollar amount),['RS.1'],"Fundamental construct difference: FOODAPS measures the actual dollar amount of property taxes paid, while ACS measures only whether taxes are bundled into mortgage payments. These are different constructs—one is a cost measurement, the other is a payment structure indicator. Additionally, response scales are incompatible (numeric vs. binary).",CC,CC
FOODAPS_0314,CC.1,F3,"FOODAPS asks about property tax payments, while ACS asks about insurance payments included in the mortgage.",[],"The questions pertain to different financial obligations, making them fundamentally incompatible.",CC.1,F3,FOODAPS asks amount paid for property tax; ACS asks whether mortgage payment includes insurance (yes/no question vs. dollar amount for taxes),['RS.1'],Completely different constructs: FOODAPS measures property tax costs while ACS measures insurance inclusion in mortgage payments. These address different financial components and cannot be reconciled through recoding.,CC,CC
FOODAPS_0315,CC.1,F3,"FOODAPS focuses on property tax payments, while ACS asks about second mortgages or home equity loans.",[],The constructs are distinct; one is about taxes while the other concerns additional loans.,CC.1,F3,FOODAPS asks amount paid for property tax; ACS asks whether household has second mortgage/home equity loan (existence question vs. tax cost measurement),['RS.1'],Entirely different constructs with no logical relationship. FOODAPS measures a recurring tax cost while ACS measures presence of secondary debt instruments. These are fundamentally incompatible concepts.,CC,CC
FOODAPS_0316,CC.1,F3,"FOODAPS asks for property tax payments, while ACS inquires about payments on second mortgages and home equity loans.",[],"The questions address different financial aspects, making them incompatible for consolidation.",CC.1,F3,FOODAPS asks amount paid for property tax; ACS asks monthly payment on second mortgages/home equity loans (different cost categories),['RS.1'],"Different financial components: property taxes vs. secondary mortgage payments. While both are dollar amounts, they measure distinct cost categories that cannot be harmonized or compared.",CC,CC
FOODAPS_0317,CC.1,F3,"FOODAPS asks about property tax payments, while ACS asks about total costs for various fees on mobile homes.",[],"The constructs differ significantly; one is about property taxes, while the other encompasses various fees.",CC.4,F3,"FOODAPS asks property tax on home; ACS asks total annual costs for personal property taxes, site rent, registration fees, and license fees on mobile home (different property types and scope of inclusions)","['PC.1', 'CC.1']","Multiple barriers: (1) Different property types (standard home vs. mobile home), (2) Different scope—ACS includes site rent, registration, and license fees while FOODAPS focuses on property tax only, (3) Different universes (homeowners vs. mobile home residents). These cannot be consolidated.",CC,CC
FOODAPS_0318,TC.2,F2,"FOODAPS asks about normal hours worked, including paid sick and leave time, while ACS asks about usual hours worked per week.",[],"The temporal framing differs; one is more inclusive of time off, while the other focuses on a standard weekly estimate.",CC.2,F2,FOODAPS includes paid sick time and paid leave in hours worked; ACS asks usual hours per week at current rate (different operationalization of 'hours worked'),['TC.2'],"Operationalization difference: FOODAPS explicitly includes paid leave/sick time in work hours, while ACS measures actual hours worked at current rate. Temporal framing also differs (habitual vs. point-in-time). Could be adjusted through statistical modeling but requires assumptions about paid leave patterns.",TC,CC
FOODAPS_0319,TC.2,F2,"FOODAPS asks about normal hours worked, including paid sick and leave time, while ACS asks about usual hours worked per week.",[],"The temporal framing differs; one includes paid time off, while the other is a straightforward weekly estimate.",CC.2,F2,FOODAPS includes paid sick time and paid leave in hours worked; ACS asks usual hours per week at this rate (different operationalization of 'hours worked'),['TC.2'],"Operationalization difference: FOODAPS explicitly includes paid leave/sick time in work hours, while ACS measures actual hours worked at current rate. Temporal framing also differs (habitual vs. point-in-time). Could be adjusted through statistical modeling but requires assumptions about paid leave patterns.",TC,CC
FOODAPS_0320,TC.2,F2,"FOODAPS asks about normal hours worked, including paid sick and leave time, while ACS asks about usual hours worked per week.",[],"The temporal framing differs; one includes paid sick and leave time, while the other focuses on a typical weekly estimate.",CC.2,F2,FOODAPS includes paid sick time and paid leave in hours worked; ACS asks usual hours per week at this rate (different operationalization of 'hours worked'),['TC.2'],"Operationalization difference: FOODAPS explicitly includes paid leave/sick time in work hours, while ACS measures actual hours worked at current rate. Temporal framing also differs (habitual vs. point-in-time). Could be adjusted through statistical modeling but requires assumptions about paid leave patterns.",TC,CC
FOODAPS_0321,TC.2,F2,"FOODAPS asks about normal hours worked, including paid sick and leave time, while ACS asks about usual hours worked per week.",[],"The temporal framing differs; one includes paid time off, while the other is a standard weekly estimate.",CC.2,F2,FOODAPS includes paid sick time and paid leave in hours worked; ACS asks usual hours per week at this rate (different operationalization of 'hours worked'),['TC.2'],"Operationalization difference: FOODAPS explicitly includes paid leave/sick time in work hours, while ACS measures actual hours worked at current rate. Temporal framing also differs (habitual vs. point-in-time). Could be adjusted through statistical modeling but requires assumptions about paid leave patterns.",TC,CC
FOODAPS_0322,TC.2,F2,"FOODAPS asks about normal hours worked, including paid sick and leave time, while ACS asks for an estimate of usual hours worked per week.",[],"The temporal framing differs; one is more inclusive of time off, while the other is an estimate of typical hours.",CC.2,F2,FOODAPS includes paid sick time and paid leave in hours worked; ACS asks best estimate of usual hours per week at this rate (different operationalization and phrasing),['TC.2'],"Operationalization difference: FOODAPS explicitly includes paid leave/sick time in work hours, while ACS measures usual hours at current rate. ACS phrasing ('best estimate') also introduces subjective judgment element. Temporal framing differs (habitual vs. point-in-time). Harmonization possible through statistical adjustment but requires modeling assumptions.",TC,CC
FOODAPS_0323,TC.2,F3,"FOODAPS asks for normal hours worked, while ACS asks if the person worked every week in the past 12 months.",[],The primary issue is the temporal framing; FOODAPS focuses on a habitual measure while ACS uses a retrospective approach.,CC.2,F3,FOODAPS asks usual weekly hours; ACS asks binary yes/no about working every week,"['TC.1', 'RS.1']",Fundamentally different operationalizations: FOODAPS measures continuous hours while ACS measures categorical work continuity. ACS question is binary (yes/no) while FOODAPS is numeric. Cannot be mechanically recoded without substantial information loss.,TC,CC
FOODAPS_0324,TC.2,F3,"FOODAPS asks for normal hours worked, while ACS asks for the number of weeks worked in the past 12 months.",[],"The primary issue is the temporal framing; FOODAPS measures hours while ACS measures weeks, leading to fundamentally different constructs.",CC.2,F3,FOODAPS asks usual weekly hours; ACS asks number of weeks worked in past 12 months,"['TC.1', 'RS.1']",Measures different dimensions of work: FOODAPS captures intensity (hours per week) while ACS captures frequency (weeks per year). These are orthogonal constructs requiring different data collection approaches.,TC,CC
FOODAPS_0325,TC.1,F2,"FOODAPS asks for normal hours worked, while ACS asks for hours worked in weeks worked over the past 12 months.",[],The primary issue is the reference period length; FOODAPS focuses on a point-in-time measure while ACS averages over a year.,TC.2,F2,FOODAPS asks 'normally work' (habitual/usual); ACS asks 'in the weeks worked' during past 12 months (retrospective conditional),['CC.2'],"Temporal framing differs: FOODAPS captures typical/usual pattern while ACS conditions on actual weeks worked in retrospective period. Could be harmonized through statistical modeling assuming stability of work patterns, but requires assumptions about variation.",TC,TC
FOODAPS_0326,CC.2,F2,"FOODAPS asks for normal hours worked, while ACS asks for hours usually worked at a specific rate.",[],The primary issue is operationalization; the definitions of 'normal' and 'usually' may lead to different interpretations.,CC.4,F1,FOODAPS explicitly includes paid sick time and paid leave; ACS question does not mention these inclusions,[],"Scope inclusion difference in operationalization. FOODAPS has explicit instruction to count paid time off while ACS is silent on this. Could be harmonized through recoding/instruction clarification, but requires verification that ACS respondents interpret 'usually work' the same way.",CC,CC
FOODAPS_0327,CC.2,F2,"FOODAPS asks for normal hours worked, while ACS asks for hours usually worked at a specific rate.",[],The primary issue is operationalization; the definitions of 'normal' and 'usually' may lead to different interpretations.,CC.4,F1,FOODAPS explicitly includes paid sick time and paid leave; ACS question does not mention these inclusions,[],"Scope inclusion difference in operationalization. FOODAPS has explicit instruction to count paid time off while ACS is silent on this. Could be harmonized through recoding/instruction clarification, but requires verification that ACS respondents interpret 'usually work' the same way.",CC,CC
FOODAPS_0328,CC.2,F2,"FOODAPS asks for normal hours worked, while ACS asks for hours usually worked at a specific rate.",[],The primary issue is operationalization; the definitions of 'normal' and 'usually' may lead to different interpretations.,CC.4,F1,FOODAPS explicitly includes paid sick time and paid leave; ACS question does not mention these inclusions,[],"Scope inclusion difference in operationalization. FOODAPS has explicit instruction to count paid time off while ACS is silent on this. Could be harmonized through recoding/instruction clarification, but requires verification that ACS respondents interpret 'usually work' the same way.",CC,CC
FOODAPS_0329,CC.2,F2,"FOODAPS asks for normal hours worked, while ACS asks for hours usually worked at a specific rate.",[],The primary issue is operationalization; the definitions of 'normal' and 'usually' may lead to different interpretations.,CC.4,F1,FOODAPS explicitly includes paid sick time and paid leave; ACS question does not mention these inclusions,[],"Scope inclusion difference in operationalization. FOODAPS has explicit instruction to count paid time off while ACS is silent on this. Could be harmonized through recoding/instruction clarification, but requires verification that ACS respondents interpret 'usually work' the same way.",CC,CC
FOODAPS_0330,CC.2,F2,"FOODAPS asks for normal hours worked, while ACS asks for the best estimate of hours usually worked at a specific rate.",[],The primary issue is operationalization; the definitions of 'normal' and 'usually' may lead to different interpretations.,CC.4,F1,FOODAPS explicitly includes paid sick time and paid leave; ACS question does not mention these inclusions,[],"Scope inclusion difference in operationalization. FOODAPS has explicit instruction to count paid time off while ACS is silent on this. Could be harmonized through recoding/instruction clarification, but requires verification that ACS respondents interpret 'usually work' the same way.",CC,CC
FOODAPS_0331,TC.2,F3,"FOODAPS asks for normal hours worked, while ACS asks if the person worked every week in the past 12 months.",[],The primary issue is the temporal framing; FOODAPS focuses on a habitual measure while ACS uses a retrospective approach.,CC.2,F3,FOODAPS asks usual weekly hours; ACS asks binary yes/no about working every week,"['TC.1', 'RS.1']",Fundamentally different operationalizations: FOODAPS measures continuous hours while ACS measures categorical work continuity. ACS question is binary (yes/no) while FOODAPS is numeric. Cannot be mechanically recoded without substantial information loss.,TC,CC
FOODAPS_0332,TC.2,F3,"FOODAPS asks for normal hours worked, while ACS asks for the number of weeks worked in the past 12 months.",[],"The primary issue is the temporal framing; FOODAPS measures hours while ACS measures weeks, leading to fundamentally different constructs.",CC.2,F3,FOODAPS asks usual weekly hours; ACS asks number of weeks worked in past 12 months,"['TC.1', 'RS.1']",Measures different dimensions of work: FOODAPS captures intensity (hours per week) while ACS captures frequency (weeks per year). These are orthogonal constructs requiring different data collection approaches.,TC,CC
FOODAPS_0333,TC.1,F2,"FOODAPS asks about normal work hours without a specified reference period, while ACS specifies the past 12 months.",[],"The primary issue is the reference period length mismatch, as FOODAPS does not define a time frame while ACS uses a 12-month period.",TC.1,F2,FOODAPS asks about normal/usual hours (habitual); ACS asks about past 12 months weeks worked with usual weekly hours (retrospective average),['TC.2'],"Primary issue is reference period length and framing. FOODAPS captures current usual practice while ACS requires retrospective recall over 12 months and conditions on weeks actually worked, requiring statistical adjustment to reconcile.",TC,TC
FOODAPS_0334,CC.1,F3,"FOODAPS asks about shifts worked, while ACS asks about hours worked per week.",[],The primary barrier is a construct definition difference; the questions measure fundamentally different aspects of work.,CC.1,F3,FOODAPS asks about shift type/schedule (categorical classification); ACS asks about hours per week (quantitative measure),['RS.1'],"Fundamentally different constructs. Shift type (day/night/rotating) is a categorical work schedule attribute, while hours per week is a quantitative measure of work intensity. These measure different dimensions of employment and cannot be directly reconciled.",CC,CC
FOODAPS_0335,CC.1,F3,"FOODAPS asks about shifts worked, while ACS asks about hours worked per week.",[],The primary barrier is a construct definition difference; the questions measure fundamentally different aspects of work.,CC.1,F3,FOODAPS asks about shift type/schedule (categorical classification); ACS asks about hours per week (quantitative measure),['RS.1'],"Fundamentally different constructs. Shift type is a categorical work schedule attribute, while hours per week is a quantitative measure. These are orthogonal dimensions of employment that cannot be consolidated.",CC,CC
FOODAPS_0336,CC.1,F3,"FOODAPS asks about shifts worked, while ACS asks about hours worked per week.",[],The primary barrier is a construct definition difference; the questions measure fundamentally different aspects of work.,CC.1,F3,FOODAPS asks about shift type/schedule (categorical classification); ACS asks about hours per week (quantitative measure),['RS.1'],Fundamentally different constructs. Shift type and hours per week measure different employment dimensions and cannot be directly consolidated.,CC,CC
FOODAPS_0337,CC.1,F3,"FOODAPS asks about shifts worked, while ACS asks about hours worked per week.",[],The primary barrier is a construct definition difference; the questions measure fundamentally different aspects of work.,CC.1,F3,FOODAPS asks about shift type/schedule (categorical classification); ACS asks about hours per week (quantitative measure),['RS.1'],Fundamentally different constructs. Shift type and hours per week are orthogonal employment attributes that cannot be consolidated.,CC,CC
