classification,confidence,reference_period_a,reference_period_b,reasoning,consolidation_potential,pair_id,model
response_format_mismatch,high,usual weekly,not specified,"Both questions address earnings on a main job, but they differ fundamentally in what they measure: Question A asks for usual weekly earnings (a total amount per week before taxes), while Question B asks for hourly rate of pay (an hourly wage). These require different calculation approaches and would produce different response formats—Question A expects a weekly dollar amount while Question B expects an hourly rate. The questions cannot be used interchangeably without mathematical conversion.",no,CPS_0981,claude-haiku-4-5-20251001
related_but_distinct,high,usual weekly,not specified,"Both questions address earnings before taxes from a main job, but they measure fundamentally different things. Question A asks for a specific dollar amount of usual weekly earnings, while Question B is a routing question that only asks which reporting basis (hourly/weekly/annual/other) the respondent prefers—it doesn't collect actual earnings data. Question B is a gateway question designed to facilitate data collection in a preferred format, whereas Question A directly obtains earnings figures.",no,CPS_0979,claude-haiku-4-5-20251001
response_format_mismatch,high,usual weekly,not specified,"Both questions address earnings, but Question A requests usual weekly earnings (a total weekly amount before taxes), while Question B asks for hourly rate of pay (an hourly wage). These represent fundamentally different response formats that would require mathematical conversion to compare. Question A provides a period-based earnings figure, whereas Question B asks for a rate-based metric.",no,CPS_0982,claude-haiku-4-5-20251001
related_but_distinct,high,usual weekly,not specified,"Question A asks for total usual weekly earnings INCLUDING overtime pay, tips, and commissions as components of overall earnings. Question B asks ONLY for the portion that comes from overtime pay, tips, or commissions in isolation. These are fundamentally different measurements—one is comprehensive earnings and one is a specific subset. Question B cannot be used to derive Question A's answer without additional data on base wages.",no,CPS_0983,claude-haiku-4-5-20251001
related_but_distinct,high,usual weekly,usually earn weekly,"Both questions ask about weekly earnings before taxes, but they differ fundamentally in scope. Question A asks for TOTAL usual weekly earnings INCLUDING overtime, tips, and commissions on the main job. Question B asks for earnings from ONLY overtime, tips, or commissions, explicitly excluding regular wages. This is a substantively different measure despite similar reference periods and formats.",no,CPS_0984,claude-haiku-4-5-20251001
related_but_distinct,high,weekly,not specified,"Question A asks respondents to confirm a specific pre-calculated weekly earnings figure, functioning as a verification question with a defined time reference. Question B asks respondents to select their preferred reporting basis (hourly, weekly, annual, or other) for future earnings reporting, without establishing an actual earnings amount or specific reference period. These serve different purposes: one verifies a specific calculation, the other determines an optimal collection method.",no,CPS_0985,claude-haiku-4-5-20251001
related_but_distinct,high,weekly,not specified,"Question A asks respondents to confirm estimated total weekly earnings before taxes for their main job, functioning as a verification question. Question B asks for hourly rate of pay without specifying a time period. These measure different constructs: Question A captures total weekly earnings (a stock measure), while Question B captures hourly wage rate (a rate measure). While both relate to earnings, they cannot be directly derived from each other without additional information (e.g., hours worked per week).",no,CPS_0987,claude-haiku-4-5-20251001
response_format_mismatch,high,weekly,not specified,"Both questions address earnings from employment, but they request fundamentally different units of measurement: Question A asks for total WEEKLY earnings (a fixed time period amount), while Question B asks for hourly rate of pay (an hourly unit). Question A is asking for a specific weekly total that can be verified against payroll records, whereas Question B asks for an hourly rate, which would require multiplication by hours worked to derive weekly earnings. These are different response formats that cannot be directly compared.",no,CPS_0988,claude-haiku-4-5-20251001
related_but_distinct,high,weekly,not specified,"While both questions address earnings before taxes/deductions, they capture fundamentally different earnings components. Question A asks about total weekly earnings from a main job, whereas Question B specifically isolates only overtime pay, tips, and commissions—a subset of potential earnings. These are distinct concepts: Question A seeks comprehensive earnings while Question B focuses on supplemental/variable compensation only.",no,CPS_0989,claude-haiku-4-5-20251001
response_format_mismatch,high,weekly,not specified (implied current/ongoing),"Both questions address earnings on a main job, but Question A asks for total WEEKLY earnings as a verification task (yes/no response format), while Question B asks for HOURLY rate of pay as a direct numerical input. Additionally, Question A explicitly includes all earnings while Question B explicitly excludes overtime, tips, and commissions. These differences in both response format and earnings scope make them non-equivalent despite addressing the same general topic.",no,CPS_0986,claude-haiku-4-5-20251001
related_but_distinct,high,weekly,weekly,"Both questions ask about weekly earnings, but they measure fundamentally different income components. Question A asks about total weekly earnings from the main job (regular pay), while Question B specifically asks only about overtime pay, tips, and commissions—explicitly excluding regular wages. This scope difference means they cannot be treated as equivalent measures of the same construct, even though the reference period matches.",no,CPS_0990,claude-haiku-4-5-20251001
related_but_distinct,high,usual weekly,not specified,"While both questions address earnings on a main job, they differ fundamentally in three ways: (1) Question A asks for weekly earnings (a time period aggregate), while Question B asks for hourly rate (a rate per unit time); (2) Question A INCLUDES overtime, tips, and commissions, while Question B explicitly EXCLUDES them; (3) Question A seeks gross earnings before deductions, while Question B seeks only the base hourly rate. These are distinct metrics that would not produce equivalent data.",no,CPS_0992,claude-haiku-4-5-20251001
response_format_mismatch,high,usual weekly,not specified,"Both questions address earnings on a job, but they request fundamentally different response formats: Question A asks for usual weekly earnings (a weekly total amount), while Question B asks for an hourly rate of pay (an hourly unit rate). These require different calculations and cannot be directly compared without conversion. Additionally, Question B lacks a specified reference period, making it ambiguous whether the hourly rate refers to current, usual, or some other timeframe.",no,CPS_0993,claude-haiku-4-5-20251001
response_format_mismatch,high,usual weekly,not specified,"Both questions target earnings on a main job before taxes, but differ fundamentally in response format and measurement approach. Question A requests a specific dollar amount for usual weekly earnings, while Question B asks respondents to identify their preferred reporting basis (hourly, weekly, annual, or other) without requesting the actual earnings figure. Question A provides a concrete earnings measure; Question B is a methodological question about how the respondent would prefer to report earnings.",no,CPS_0991,claude-haiku-4-5-20251001
related_but_distinct,high,usual weekly,usually receive,"Question A asks for total usual weekly earnings INCLUDING overtime, tips, and commissions as one component of overall earnings. Question B asks ONLY for the amount received in overtime pay, tips, or commissions in isolation, excluding base pay. These are fundamentally different constructs—one is a comprehensive earnings measure and the other is a component-specific measure. The ACS question cannot serve as a replacement for the CPS question.",no,CPS_0995,claude-haiku-4-5-20251001
response_format_mismatch,high,usual weekly earnings,not specified,"Both questions address earnings from employment, but they request fundamentally different units of measurement: Question A asks for usual weekly earnings (a total amount per week), while Question B asks for hourly rate of pay (a rate per hour). These require different calculations and serve different analytical purposes—weekly earnings can be compared directly across respondents on a weekly basis, whereas hourly rates must be multiplied by hours worked to derive comparable earnings figures. The reference period also differs: Question A specifies 'usual weekly,' while Question B provides no explicit time reference.",no,CPS_0994,claude-haiku-4-5-20251001
related_but_distinct,high,usual weekly earnings,usually earn weekly,"Both questions ask about weekly earnings before taxes, but they differ fundamentally in scope. Question A asks for total usual weekly earnings (including overtime, tips, and commissions), while Question B asks ONLY for the portion that comes from overtime pay, tips, or commissions. Question B explicitly excludes base/regular pay, making it a subset measure rather than a comparable total earnings figure.",no,CPS_0996,claude-haiku-4-5-20251001
response_format_mismatch,high,twice monthly (usual earnings),not specified,"Both questions aim to collect earnings before taxes for a main job, but they differ fundamentally in response format. Question A requests a specific dollar amount for twice-monthly earnings, whereas Question B asks respondents to select their preferred reporting basis (hourly, weekly, annually, or other) without requesting an actual earnings figure. Question B appears designed as a routing question to determine how to follow up, not to directly capture earnings data like Question A does.",no,CPS_0997,claude-haiku-4-5-20251001
response_format_mismatch,high,twice monthly (usual/regular pay),not specified,"Both questions address earnings on a main job, but Question A asks for biweekly gross earnings (a period-based dollar amount), while Question B asks for hourly rate of pay (an hourly rate). These are fundamentally different response formats requiring different calculations to derive comparable information. Question A provides total earnings for a specific pay period; Question B requires multiplication by hours worked to estimate earnings.",no,CPS_0999,claude-haiku-4-5-20251001
related_but_distinct,high,twice monthly (usual earnings),not specified (current/ongoing),"While both questions address earnings on a job, they differ fundamentally in what they measure: Question A asks for twice-monthly earnings (a pay period amount) and explicitly INCLUDES overtime, tips, and commissions, whereas Question B asks for hourly rate and explicitly EXCLUDES these same items. These are incompatible inclusion/exclusion criteria that would produce different earnings measures. Additionally, Question A captures total earnings per pay period while Question B captures an hourly rate, requiring different calculation methods to compare.",no,CPS_0998,claude-haiku-4-5-20251001
response_format_mismatch,high,twice monthly (usual earnings),not specified,"Both questions address earnings, but Question A asks for twice-monthly dollar earnings before taxes (a specific pay period amount), while Question B asks for an hourly rate of pay (a rate per hour). These require different calculations and response formats: Question A yields a gross biweekly amount, while Question B yields an hourly wage rate. The reference periods also differ, with Question A specifying a usual pay cycle and Question B providing no temporal anchor.",no,CPS_1000,claude-haiku-4-5-20251001
related_but_distinct,high,twice monthly (usual),not specified (usual),"Question A asks for total usual twice-monthly earnings INCLUDING overtime, tips, and commissions as a component of overall earnings. Question B asks ONLY for the amount received in overtime, tips, and commissions specifically, excluding base pay. These are measuring different things: Question A seeks gross earnings with components noted parenthetically, while Question B isolates just the supplemental earnings component. They address different analytic purposes despite both referencing the same earnings elements.",no,CPS_1001,claude-haiku-4-5-20251001
related_but_distinct,high,twice monthly (usual earnings),weekly (usual earnings),"While both questions ask about usual earnings before taxes, they differ fundamentally in scope and reference period. Question A asks about total twice-monthly earnings on the main job (including all components: base pay, overtime, tips, commissions), whereas Question B asks ONLY about overtime pay, tips, or commissions on a weekly basis. Question B explicitly excludes base wages, making it a subset of earnings rather than a comparable total.",no,CPS_1002,claude-haiku-4-5-20251001
response_format_mismatch,high,usual monthly earnings,not specified,"Both questions ask about earnings on a main job, but Question A requests usual MONTHLY earnings as a total dollar amount, while Question B asks for HOURLY rate of pay. These are fundamentally different response formats that cannot be directly compared without conversion calculations. Additionally, Question A specifies 'before taxes or other deductions' while Question B contains no such specification.",no,CPS_1005,claude-haiku-4-5-20251001
related_but_distinct,high,usual monthly,not specified,"While both questions measure earnings on the main job, they differ fundamentally in three ways: (1) Question A asks for monthly earnings while Question B asks for hourly rate; (2) Question A explicitly INCLUDES overtime, tips, and commissions while Question B explicitly EXCLUDES them; (3) Question A specifies 'before taxes' while Question B does not address tax treatment. These are distinct earnings measures that cannot be directly converted without additional information.",no,CPS_1004,claude-haiku-4-5-20251001
response_format_mismatch,high,usual monthly earnings,not specified,"Both questions ask about total earnings before taxes on a main job, establishing the same core concept. However, Question A requests a specific dollar amount in monthly terms, while Question B first asks respondents to select their preferred reporting basis (hourly, weekly, annually, or other) before collecting the actual earnings figure. This is a response format difference where Question A uses a direct monetary ask while Question B uses a conditional/adaptive format approach.",partial,CPS_1003,claude-haiku-4-5-20251001
response_format_mismatch,high,usual monthly earnings,not specified,"Both questions address earnings from work, but Question A asks for usual MONTHLY earnings in dollar amounts (before taxes), while Question B asks for HOURLY rate of pay. These are fundamentally different response formats that would require conversion to compare—monthly vs. hourly rates cannot be directly equated without additional information about hours worked. Additionally, Question A specifies a gross earnings figure while Question B's gross/net status is unclear.",no,CPS_1006,claude-haiku-4-5-20251001
related_but_distinct,high,usual monthly earnings,usually receive,"Question A asks for total usual monthly earnings including overtime pay, tips, and commissions as one integrated measure. Question B asks specifically and only for the overtime pay, tips, or commissions component in isolation. These are asking for different things—one seeks a comprehensive earnings figure while the other isolates a subset of compensation types. They cannot be used interchangeably.",no,CPS_1007,claude-haiku-4-5-20251001
response_format_mismatch,high,usual annual earnings,not specified,"Both questions ask about total earnings before taxes on a main job, but they differ fundamentally in response format. Question A requests a specific dollar amount in annual terms, while Question B asks respondents to select their preferred reporting basis (hourly, weekly, annual, or other) without requesting an actual earnings figure. Question B appears to be a routing question to determine how respondents should answer a subsequent earnings question, rather than a direct earnings measure itself.",no,CPS_1009,claude-haiku-4-5-20251001
related_but_distinct,high,usual monthly,usually weekly,"Both questions ask about earnings before taxes, but they differ fundamentally in scope and time period. Question A asks about total usual monthly earnings (including overtime, tips, and commissions), while Question B asks specifically about JUST the weekly portion from overtime, tips, or commissions only—excluding regular wages. Question A seeks comprehensive earnings; Question B isolates only supplemental compensation components.",no,CPS_1008,claude-haiku-4-5-20251001
response_format_mismatch,high,usual annual earnings,not specified,"Both questions measure earnings on a main job, but they differ fundamentally in response format and scope: Question A asks for annual earnings (a yearly aggregate) while Question B asks for hourly rate of pay (an hourly rate). Additionally, Question A INCLUDES overtime, tips, and commissions in the earnings measure, whereas Question B EXCLUDES these components. These differences mean the data collected cannot be directly compared or substituted for one another.",no,CPS_1010,claude-haiku-4-5-20251001
response_format_mismatch,high,usual annual earnings,not specified,"Both questions address earnings as a core concept, but they request fundamentally different units of measurement: Question A asks for annual earnings (a yearly total), while Question B asks for hourly rate of pay (an hourly rate). These represent different scales and would require conversion to be directly comparable. Additionally, Question A specifies 'before taxes' while Question B provides no tax specification.",no,CPS_1012,claude-haiku-4-5-20251001
response_format_mismatch,high,usual annual earnings,not specified,"Both questions address earnings on a main job, but Question A asks for usual annual earnings (a yearly aggregate measure before taxes), while Question B asks for hourly rate of pay (a per-hour rate). These require fundamentally different calculations and response formats—one is a total annual figure, the other is an hourly rate. They cannot be used interchangeably without mathematical conversion, and the source data structure differs significantly.",no,CPS_1011,claude-haiku-4-5-20251001
related_but_distinct,high,usual annual earnings,not specified,"Question A asks for total usual annual earnings INCLUDING overtime pay, tips, and commissions as components of overall compensation. Question B asks ONLY for the separate component of overtime pay, tips, or commissions in isolation. These are fundamentally different targets: one measures total earnings with components identified in parentheses, while the other isolates and measures just one component. Question B cannot serve as a replacement for Question A's total earnings measure.",no,CPS_1013,claude-haiku-4-5-20251001
related_but_distinct,high,usual annual earnings,usually earn weekly,"While both questions address earnings before taxes, they differ fundamentally in scope and reference period. Question A captures total usual annual earnings on the main job (including all components), whereas Question B asks specifically and narrowly for JUST overtime pay, tips, and commissions on a weekly basis. Question A is comprehensive; Question B isolates only supplemental earnings components. The annual vs. weekly timeframes are also incompatible without conversion.",no,CPS_1014,claude-haiku-4-5-20251001
related_but_distinct,high,bi-weekly (usual earnings),not specified (hourly rate),"While both questions address earnings on a main job, they differ fundamentally in three ways: (1) Question A asks for bi-weekly earnings while Question B asks for hourly rate—different units requiring conversion; (2) Question A explicitly INCLUDES overtime/tips/commissions while Question B explicitly EXCLUDES them—opposite scopes; (3) Question A measures actual earnings while Question B measures a rate of pay. These are not interchangeable measures despite both relating to job compensation.",no,CPS_1016,claude-haiku-4-5-20251001
response_format_mismatch,high,bi-weekly (usual earnings),not specified,"Both questions address earnings before taxes on the main job, but differ fundamentally in their approach. Question A requests a specific dollar amount for usual bi-weekly earnings, while Question B asks respondents to identify their preferred reporting basis (hourly, weekly, annual, or other) without collecting actual earnings data. Question B is a routing/preference question that precedes actual earnings collection, whereas Question A directly collects earnings values.",no,CPS_1015,claude-haiku-4-5-20251001
response_format_mismatch,high,usual bi-weekly,not specified,"Both questions address earnings, but Question A asks for bi-weekly earnings (a specific pay period amount), while Question B requests an hourly rate of pay. These represent fundamentally different response formats: Question A yields a total earnings figure for a two-week period, while Question B yields an hourly rate that would need to be multiplied by hours worked to derive comparable earnings data. The time reference in A is explicit (bi-weekly), while B provides no time specification.",no,CPS_1018,claude-haiku-4-5-20251001
response_format_mismatch,high,bi-weekly (usual earnings),not specified,"Both questions address earnings on a job, but Question A asks for usual bi-weekly earnings (a total amount for a pay period), while Question B asks for hourly rate of pay (an hourly wage). These represent fundamentally different response formats: Question A yields a bi-weekly dollar amount, while Question B yields an hourly rate. They cannot be used interchangeably without calculation, and Question B provides no explicit reference period.",no,CPS_1017,claude-haiku-4-5-20251001
related_but_distinct,high,bi-weekly (usual),not specified (usual),"Question A asks for total usual bi-weekly earnings including overtime pay, tips, and commissions as components of overall earnings. Question B asks specifically for JUST the overtime pay, tips, and commissions component in isolation. These are fundamentally different targets: Question A seeks gross earnings while Question B seeks only a subset of earnings components. They cannot be used interchangeably despite both referencing earnings.",no,CPS_1019,claude-haiku-4-5-20251001
related_but_distinct,high,bi-weekly (usual),weekly (usual),"While both questions ask about usual earnings before taxes, Question A captures total bi-weekly earnings (including overtime, tips, and commissions as one component), whereas Question B asks specifically and exclusively about weekly earnings from ONLY overtime pay, tips, or commissions. Question B is a subset measure of compensation type rather than a total earnings measure, making them fundamentally different in scope despite similar reference periods and formats.",no,CPS_1020,claude-haiku-4-5-20251001
response_format_mismatch,high,usual weekly/bi-weekly/monthly/annual earnings,not specified,"Both questions ask about earnings before taxes, but Question A requests a direct dollar amount in a specified frequency unit (weekly/bi-weekly/monthly/annual), while Question B first asks respondents to select their preferred reporting basis (hourly, weekly, annually, or other) before collecting the actual earnings figure. Question A assumes a frequency preference and collects the number directly; Question B is a conditional question that determines the response format based on respondent preference, making the actual earnings data structure fundamentally different.",partial,CPS_1021,claude-haiku-4-5-20251001
related_but_distinct,high,usual weekly/bi-weekly/monthly/annual earnings,not specified (current/ongoing rate on main job),"Both questions measure earnings but target fundamentally different constructs. Question A asks for gross earnings (before taxes/deductions) across various time periods, capturing total compensation. Question B asks specifically for hourly rate of pay while explicitly excluding overtime, tips, and commissions—a base rate measure that represents only part of total compensation. These measure different aspects of earnings that cannot be directly reconciled or substituted for one another.",no,CPS_1022,claude-haiku-4-5-20251001
related_but_distinct,high,usual weekly/bi-weekly/monthly/annual earnings,not specified,"While both questions address earnings, they measure fundamentally different constructs: Question A asks for total earnings before taxes across a specified pay period (weekly/bi-weekly/monthly/annual), whereas Question B asks specifically for hourly rate of pay. Question A captures gross periodic earnings while Question B captures an hourly rate, which are related but distinct metrics. Additionally, Question A explicitly references a 'usual' period (standardized pay cycles), while Question B has no explicit time reference and focuses on the rate metric rather than total compensation.",no,CPS_1023,claude-haiku-4-5-20251001
response_format_mismatch,high,usual weekly/bi-weekly/monthly/annual earnings,not specified,"Both questions address earnings as the core concept, but Question A requests earnings over a specified pay period (weekly, bi-weekly, monthly, or annual) before taxes, while Question B asks specifically for hourly rate of pay. These represent fundamentally different response formats: Question A collects periodic gross earnings (which could be converted to hourly), while Question B directly requests hourly compensation. Question A's reference period is flexible and respondent-determined based on their pay schedule, whereas Question B assumes hourly payment without specifying whether it includes or excludes deductions.",partial,CPS_1024,claude-haiku-4-5-20251001
related_but_distinct,high,usual weekly/bi-weekly/monthly/annual earnings,not specified,"While both questions address earnings before taxes, Question A asks for total usual earnings across a specified pay period (weekly, bi-weekly, monthly, or annual), whereas Question B specifically asks ONLY for overtime pay, tips, or commissions—a subset of total earnings. Question A captures comprehensive earnings while Question B focuses on supplemental income components, making them distinct though related measures.",no,CPS_1025,claude-haiku-4-5-20251001
related_but_distinct,high,usual weekly/bi-weekly/monthly/annual earnings,"usual weekly earnings (overtime, tips, commissions only)","Both questions ask about usual earnings before taxes, but Question B explicitly restricts the scope to ONLY overtime pay, tips, and commissions, while Question A asks for total usual earnings from all sources. Question A is broader and captures total compensation, whereas Question B captures only a specific subset of earnings. These measure different constructs despite both being earnings-related.",no,CPS_1026,claude-haiku-4-5-20251001
response_format_mismatch,high,not specified (implies current/recent job),not specified (implies current/recent job),"Both questions address total earnings before taxes for a main job, but they differ fundamentally in their response approach. Question A asks respondents to confirm a specific recorded amount (verification format), while Question B asks respondents to select their preferred reporting frequency/basis without confirming a dollar amount (format preference selection). This represents a structural difference in how earnings data is elicited, not just wording variation.",no,CPS_1027,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (appears to be total/cumulative for a job),not specified (ongoing/current rate),"While both questions address earnings, they measure fundamentally different concepts. Question A asks respondents to confirm total earnings recorded at a specific frequency (weekly/bi-weekly/monthly/annually), requesting verification of an amount already calculated. Question B asks for a current hourly rate of pay, excluding specific components (overtime, tips, commissions). Question A seeks verification of total compensation already computed, while Question B seeks a base rate metric. These require different cognitive processes and produce different data types (total amount vs. hourly rate).",no,CPS_1028,claude-haiku-4-5-20251001
response_format_mismatch,high,"not specified (appears to be job-specific, likely current/recent)",not specified (current/ongoing),"Both questions address earnings from employment, but Question A asks for total earnings over a specified interval (weekly/bi-weekly/monthly/annually) in dollar amounts, requesting confirmation of a previously recorded figure. Question B asks specifically for hourly rate of pay, which is a different unit of measurement (hourly rate vs. total earnings over a period). These fundamentally different response formats mean they cannot be used interchangeably—one captures periodic totals, the other captures a rate.",no,CPS_1029,claude-haiku-4-5-20251001
response_format_mismatch,high,not specified (appears to reference a specific job/period already discussed),not specified,"Both questions address earnings, but Question A asks for confirmation of total earnings recorded at a specific frequency (weekly/bi-weekly/monthly/annually) and uses a yes/no response format, while Question B asks for an hourly rate of pay as a point estimate. Question A captures total earnings in a stated period, whereas Question B asks for an hourly wage rate—fundamentally different earnings metrics. The response formats are incompatible: one is confirmation-based, the other is a numerical estimate of hourly compensation.",partial,CPS_1030,claude-haiku-4-5-20251001
related_but_distinct,high,"not specified (appears to be job-specific, likely recent/current)",usual/ongoing (implies regular recurring payments),"Both questions address earnings, but they measure fundamentally different components. Question A asks to confirm total earnings from a main job (base compensation), while Question B specifically isolates only overtime pay, tips, and commissions—a subset of potential supplemental earnings. Question A seeks confirmation of a total figure already recorded, whereas Question B asks for a specific component of compensation. These cannot serve the same survey purpose.",no,CPS_1031,claude-haiku-4-5-20251001
related_but_distinct,high,"not specified (appears to be for a specific job/period, flexible frequency options)",weekly (usual/typical earnings),"While both questions address earnings before taxes, they measure fundamentally different concepts: Question A asks about total earnings confirmation for a main or specified job (and offers flexible frequency options), whereas Question B specifically targets only overtime pay, tips, and commissions on a weekly basis. Question B explicitly excludes regular wages and asks only for supplemental earnings, making it a subset rather than an equivalent measure of total earnings.",no,CPS_1032,claude-haiku-4-5-20251001
related_but_distinct,high,usual weekly/bi-weekly/monthly/annual earnings,not specified,"While both questions address earnings on a job, they differ fundamentally in scope and structure. Question A captures usual earnings INCLUDING overtime, tips, and commissions across flexible time periods (weekly through annual), whereas Question B explicitly EXCLUDES these components and requests only the hourly rate of pay. These are measuring different earnings concepts—total compensation versus base hourly wage—making them distinct rather than equivalent measures.",no,CPS_1034,claude-haiku-4-5-20251001
response_format_mismatch,high,usual weekly/bi-weekly/monthly/annual earnings,not specified,"Both questions ask about total earnings before taxes on a main job, making them conceptually similar. However, Question A requests a specific dollar amount in a chosen time unit (weekly/bi-weekly/monthly/annual), while Question B asks respondents to select only the easiest reporting basis without requiring an actual earnings figure. Question B is a routing question that determines response format preference, not a direct earnings measure.",partial,CPS_1033,claude-haiku-4-5-20251001
response_format_mismatch,high,usual weekly/bi-weekly/monthly/annual earnings,not specified,"Both questions address earnings on a job, but Question A asks for total earnings (including overtime, tips, commissions) over a specified period (weekly/bi-weekly/monthly/annual), while Question B asks specifically for hourly rate of pay. Question A captures gross periodic earnings while Question B captures hourly wage rate—fundamentally different response formats that cannot be directly converted without additional information about hours worked.",no,CPS_1035,claude-haiku-4-5-20251001
related_but_distinct,high,usual weekly/bi-weekly/monthly/annual earnings,not specified,"Question A asks for total usual earnings on a job (including overtime, tips, and commissions as components), while Question B asks specifically for JUST the overtime, tips, and commissions portion alone. These are fundamentally different metrics—one measures total compensation and the other measures only a subset. Question A provides the denominator while Question B provides only one component, making them complementary but not interchangeable.",no,CPS_1037,claude-haiku-4-5-20251001
response_format_mismatch,high,usual weekly/bi-weekly/monthly/annual earnings,not specified,"Both questions address earnings but differ fundamentally in response format: Question A asks for total earnings over a specified period (weekly/bi-weekly/monthly/annual) before taxes, while Question B asks specifically for an hourly rate of pay. Question A captures gross periodic earnings including overtime, tips, and commissions, whereas Question B isolates only the base hourly rate. These require different calculations and would yield different numerical values even for the same respondent.",no,CPS_1036,claude-haiku-4-5-20251001
related_but_distinct,high,usual weekly/bi-weekly/monthly/annual earnings,usually earn weekly,"Both questions ask about earnings before taxes, but they differ fundamentally in scope. Question A captures total usual earnings (including base pay, overtime, tips, and commissions) on a main job, while Question B asks ONLY about overtime pay, tips, and commissions separately. Question B explicitly excludes regular wages/salary, making it measure a distinct component rather than total earnings. These are complementary rather than equivalent measures.",no,CPS_1038,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Both questions address earnings reporting preferences, but Question A asks whether hourly rate earnings are easier to report (yes/no format with conditional phrasing), while Question B directly asks respondents to select their preferred reporting method from four categorical options (hourly, weekly, annually, or other). Question A appears to focus specifically on hourly earnings feasibility, whereas Question B asks about the easiest method regardless of wage type. The response formats and logical structures differ significantly.",no,CPS_1039,claude-haiku-4-5-20251001
response_format_mismatch,high,not specified,not specified,"Both questions ask about hourly pay rates on a current/main job, making them conceptually similar. However, Question A is framed as a conditional follow-up question (""Even though you told me..."") that appears to be confirming whether earnings can be reported on an hourly basis, suggesting a yes/no or confirmation response format. Question B directly asks for the actual hourly rate amount in dollars. This fundamental difference in response format—confirmation vs. numerical amount—makes them distinct despite addressing the same topic.",partial,CPS_1041,claude-haiku-4-5-20251001
response_format_mismatch,high,not specified,not specified,"Question A is a yes/no screening question asking whether it is easier to report hourly-rate earnings, serving as a gating mechanism for respondents. Question B is a direct numerical question requesting the actual hourly rate of pay with explicit exclusions (overtime, tips, commissions). While both relate to hourly earnings, they serve fundamentally different purposes: one determines reporting feasibility and the other captures the actual wage amount. The response formats are incompatible (binary vs. continuous numerical).",no,CPS_1040,claude-haiku-4-5-20251001
response_format_mismatch,high,not specified,not specified,"Question A asks a yes/no conditional question about whether it is easier to report hourly-rate earnings for a job, serving as a screening or clarification question in the survey flow. Question B directly asks for the actual hourly rate amount. While both relate to hourly pay, they serve fundamentally different purposes: A is a procedural/methodological question about reporting preference, while B solicits the actual earnings data. They cannot be used interchangeably.",no,CPS_1042,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"Question A appears to be a screening/routing question about whether hourly wage earnings are easier to report for a specific job, while Question B asks for the actual dollar amount of overtime pay, tips, or commissions received. These are fundamentally different types of questions: A is about reporting methodology/preference, while B seeks specific earnings data. They measure different constructs despite both relating to earnings.",no,CPS_1043,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Question A asks specifically for the hourly rate of pay (excluding overtime, tips, commissions), requesting a specific metric tied to a particular unit of time. Question B is a routing question that asks respondents to identify which reporting basis (hourly, weekly, annual, or other) is easiest for them to report total earnings, without requesting an actual dollar amount. These measure different constructs: one captures a specific wage rate while the other determines the respondent's preferred reporting frequency for earnings.",no,CPS_1045,claude-haiku-4-5-20251001
not_comparable,high,not specified,usually/weekly,"Question A asks whether hourly earnings can be reported on a specific job (a methodological/administrative question about data collection), while Question B asks for a dollar estimate of overtime pay, tips, or commissions earned weekly (a substantive earnings question). These are fundamentally different in purpose: one concerns survey administration and the other seeks actual earnings data. Question A is a clarification probe, not an earnings measurement.",no,CPS_1044,claude-haiku-4-5-20251001
near_duplicate,high,not specified,not specified,"Both questions ask for the same core concept: hourly rate of pay excluding overtime, tips, and commissions on the current or main job. The wording differences are purely stylistic (e.g., 'EXCLUDING' vs 'EXCLUDING', parenthetical vs bracketed job specification alternatives) and do not materially alter the meaning, reference period, or expected response format. Both expect a numerical hourly wage response with no specified time reference.",yes,CPS_1046,claude-haiku-4-5-20251001
near_duplicate,high,not specified,not specified,"Both questions ask for hourly rate of pay on the same or main job with identical reference periods (current/ongoing employment, not specified). The core difference is that Question A explicitly excludes overtime pay, tips, and commissions, while Question B does not mention these exclusions. This exclusion in Question A represents a meaningful definitional difference that could affect comparability, though both capture the same underlying concept of hourly wage rate.",partial,CPS_1047,claude-haiku-4-5-20251001
near_duplicate,high,not specified,not specified,"Both questions ask for hourly rate of pay as the core concept with no specified time frames. Question A explicitly excludes overtime, tips, and commissions and clarifies the job reference (main job), while Question B uses vaguer language ('best estimate'). These differences are minor wording variations that don't fundamentally change the meaning—both seek current or typical hourly wage rates. The exclusions in Question A provide more specificity but target the same underlying construct.",partial,CPS_1048,claude-haiku-4-5-20251001
near_duplicate,high,not specified,not specified,"Both questions ask about the same core concept—a person's race—using the same race categories and allowing multiple selections. Question A provides explicit instructions and lists categories verbally, while Question B uses a simpler, more direct format. The substantive content is equivalent, though Question A includes the clarification that Hispanic origin is not a race, which is standard context but not a fundamental difference in what is being measured.",yes,CPS_1051,claude-haiku-4-5-20251001
not_comparable,high,not specified (current/ongoing job),"weekly, usual amount","Question A asks for base hourly rate EXCLUDING overtime, tips, and commissions on the main job, while Question B asks ONLY for overtime, tips, and commissions on a weekly basis. These are complementary rather than comparable—one excludes what the other specifically targets. Question A seeks a rate, while Question B seeks an earnings amount, making them fundamentally different in both content and format.",no,CPS_1050,claude-haiku-4-5-20251001
