classification,confidence,reference_period_a,reference_period_b,reasoning,consolidation_potential,pair_id,model
related_but_distinct,high,"usual twice-monthly (per pay period, twice a month)",not specified (asks for usual amount),"Question A asks for total usual earnings per twice-monthly pay period and explicitly includes overtime, tips, and commissions. Question B asks only for the amount received in overtime, tips, or commissions (excluding base pay) and does not specify the twice-monthly reference period. Thus they address overlapping components of earnings but ask different specific quantities and have a period mismatch.",partial,CPS_1001,gpt-5-mini
response_format_mismatch,high,usual twice-monthly pay (usual amount received each twice-monthly pay period),not specified,"Question A asks for a dollar amount per twice-monthly pay period (usual earnings on this job, explicitly including overtime, tips, commissions). Question B asks for an hourly rate estimate. They measure the same broad construct (earnings) but use incompatible response formats and differ in explicit inclusion of pay components; converting between them requires additional information (hours worked per pay period and treatment of tips/commissions/overtime).",partial,CPS_1000,gpt-5-mini
related_but_distinct,high,usual twice monthly (semi-monthly),usual weekly,"Question A asks for the respondent's total usual earnings on the job every twice-monthly pay period and explicitly includes overtime, tips, and commissions as part of that total. Question B asks only for the portion of earnings coming JUST from overtime, tips, or commissions on a weekly basis, so it measures a different component and uses a different time aggregation.",no,CPS_1002,gpt-5-mini
response_format_mismatch,high,usual monthly,"not specified (asks preferred reporting basis: hourly, weekly, annually, or other)","Question A requests a numeric amount for usual monthly earnings (before taxes) and explicitly includes overtime, tips, and commissions. Question B asks which reporting unit (hourly/weekly/annually/other) is easiest for the respondent and does not itself collect a dollar amount or a specific time frame, so the response formats differ even though both concern pre-tax earnings.",partial,CPS_1003,gpt-5-mini
response_format_mismatch,high,usual monthly,not specified,"Question A asks for usual monthly earnings (a dollar amount per month) and explicitly includes overtime, tips, and commissions; Question B asks for an hourly rate of pay (dollars per hour) and does not specify inclusion of other pay components. The two ask about the same general concept (earnings) but use different units and payment components, so they are not directly equivalent without additional information (hours worked and whether other pay types are included).",partial,CPS_1005,gpt-5-mini
response_format_mismatch,high,usual monthly (monthly),not specified,"The two ask about earnings but use different units and inclusion rules: A requests a usual monthly dollar amount and explicitly includes overtime, tips, and commissions, while B requests an hourly rate and explicitly excludes overtime, tips, and commissions. Because the unit (monthly vs hourly) and the inclusion/exclusion of additional pay differ, they are not directly equivalent without additional information (hours worked, overtime amounts, tips/commissions).",no,CPS_1004,gpt-5-mini
response_format_mismatch,high,usual monthly,not specified,"Question A asks for a usual monthly dollar amount (total earnings on this job, explicitly including overtime, tips, and commissions, before taxes), while Question B asks for an hourly rate of pay. They capture related earnings information but use different units/response formats and B does not explicitly capture additional pay components or a monthly reference period.",partial,CPS_1006,gpt-5-mini
related_but_distinct,high,usual monthly,not specified,"Question A asks for total usual monthly earnings on the main job and explicitly includes overtime, tips, and commissions as part of that total. Question B asks only for the amount usually received just in overtime pay, tips, or commissions (it does not ask for total earnings) and does not specify a monthly reference period. Because B measures only components while A measures the whole monthly earnings, they are distinct.",no,CPS_1007,gpt-5-mini
response_format_mismatch,high,annual (usual),not specified,"Question A asks for the respondent's usual annual earnings amount (a dollar value) before taxes for the main job. Question B asks which reporting unit (hourly, weekly, annually, other) is easiest for reporting total earnings before taxes, but does not itself collect an earnings amount or specify a time frame. Both concern pre-tax earnings for the main job, but they differ in response format and what is actually collected.",no,CPS_1009,gpt-5-mini
related_but_distinct,high,usual monthly,usual weekly,"Question A asks for total usual monthly earnings on the main job and explicitly includes overtime pay, tips, and commissions as components. Question B asks only for the usual weekly amount received JUST from overtime pay, tips, or commissions. They differ both in time unit (monthly vs weekly) and in scope (total earnings vs only the supplemental components), so they are related but not equivalent.",no,CPS_1008,gpt-5-mini
response_format_mismatch,high,usual annual (annual earnings),not specified (hourly rate),"Both questions concern earnings but use different response formats and units: Question A asks for usual annual earnings (includes overtime, tips, commissions) before taxes, while Question B asks for an hourly rate of pay with no explicit time frame. Converting between hourly and annual requires information on typical hours worked and inclusion of overtime/commissions/tips, so the items are not directly interchangeable.",partial,CPS_1011,gpt-5-mini
response_format_mismatch,high,annual,not specified,"Question A asks for usual annual earnings (a dollar amount per year) and explicitly includes overtime, tips, and commissions; Question B asks for an hourly rate and explicitly excludes overtime, tips, and commissions. These are different response formats (annual total vs hourly rate) and differ in which pay components are included, so they are not equivalent.",partial,CPS_1010,gpt-5-mini
response_format_mismatch,high,annual (usual),not specified,"Question A asks for usual annual earnings (dollar amount per year) on the job, whereas Question B asks for an hourly rate of pay. They address the same general topic (earnings) but use different response formats and units, so one cannot be directly substituted without additional information (hours worked and weeks worked).",partial,CPS_1012,gpt-5-mini
related_but_distinct,high,annual,not specified,"Question A asks for the respondent's usual annual earnings on the job and explicitly includes overtime, tips, and commissions as part of total pay. Question B asks only for the amount received just in overtime, tips, or commissions (no overall total) and does not specify an annual timeframe. Thus they address related earnings concepts but ask for different targets (total annual pay vs. component amount).",no,CPS_1013,gpt-5-mini
response_format_mismatch,high,bi‑weekly (usual),not specified,"Both ask about earnings for the main job before taxes, but Question A requests a specific usual bi‑weekly dollar amount (including overtime, tips, commissions), whereas Question B only asks which time/unit the respondent would prefer to report earnings (hourly, weekly, annually, or other) and does not itself elicit an amount or specify a period. This is a mismatch in required response format and implied reference period rather than a substantive content difference.",partial,CPS_1015,gpt-5-mini
response_format_mismatch,high,usual biweekly (two-week),not specified,"Question A asks for a usual biweekly dollar amount (includes overtime, tips, commissions) while Question B asks for an hourly rate and explicitly excludes overtime, tips, and commissions. The two differ both in response metric (biweekly total vs hourly rate) and in included pay components, so they are not interchangeable.",no,CPS_1016,gpt-5-mini
related_but_distinct,high,annual,weekly,"Question A asks for usual annual earnings on the job and explicitly includes overtime, tips, and commissions as part of the total. Question B asks only for the usual weekly amount JUST in overtime, tips, or commissions. They differ both in scope (total earnings vs only specific components) and in reference period/units (annual vs weekly), so they are related but ask distinct measures.",no,CPS_1014,gpt-5-mini
response_format_mismatch,high,usual biweekly,not specified,"Question A requests a usual biweekly dollar amount (total earnings, explicitly including overtime, tips, and commissions) while Question B requests an hourly rate. The two ask for monetary information on the same job but use different response units/format and B does not specify inclusion of premiums or the hours needed to convert to a biweekly amount. These differences prevent treating them as equivalent without additional information (hours worked and treatment of variable pay).",partial,CPS_1017,gpt-5-mini
response_format_mismatch,high,usual biweekly,not specified,"Question A asks for a usual biweekly dollar amount (includes overtime, tips, commissions, before deductions), while Question B asks for an hourly rate with no explicit time frame or inclusion rules. They address the same earnings domain but use different units and response formats and B omits components (overtime/tips) explicitly, so they are not directly equivalent without additional information.",partial,CPS_1018,gpt-5-mini
related_but_distinct,high,usual biweekly,usual weekly,"Question A asks for total usual biweekly earnings on the job including overtime, tips, and commissions. Question B asks only for the usual weekly amount earned JUST from overtime, tips, or commissions. The two differ both in the scope of earnings (total versus a subset) and in reference period (biweekly vs weekly), so they are not equivalent.",no,CPS_1020,gpt-5-mini
related_but_distinct,high,usual biweekly,not specified,"Question A asks for the respondent's usual biweekly total earnings on their main job (explicitly including overtime, tips, and commissions). Question B asks only for the amount received JUST in overtime, tips, or commissions and does not specify a reference period. Thus B measures a component of earnings (and lacks an explicit time frame) rather than the total biweekly earnings asked in A.",no,CPS_1019,gpt-5-mini
related_but_distinct,high,usual pay period (weekly / bi‑weekly / monthly / annual),not specified (current hourly rate on main job),"Question A asks for usual total earnings for a specified pay period (gross amount before taxes/deductions). Question B asks for an hourly rate on the main job and explicitly excludes overtime, tips, and commissions. They address the same broad topic (earnings) but different units, scopes, and exclusions, so they are distinct measures.",no,CPS_1022,gpt-5-mini
response_format_mismatch,high,usual earnings per respondent-selected period (weekly/bi-weekly/monthly/annual),not specified (asks preferred reporting basis: hourly/weekly/annually/other for main job),"Question A asks for an estimate of the respondent's usual earnings expressed on a specific periodic basis (weekly/bi‑weekly/monthly/annual) — i.e., it solicits an amount per period. Question B asks which time/unit basis (hourly, weekly, annually, or other) is easiest for the respondent to report for their main job — i.e., it elicits a preferred response format/units rather than directly requesting the earnings amount or a specific usual period. B also explicitly references the respondent's main job, which A does not. These differences make this a response-format mismatch rather than an exact or near duplicate.",no,CPS_1021,gpt-5-mini
related_but_distinct,high,usual (weekly/bi-weekly/monthly/annual),not specified,"Question A asks for usual earnings expressed over a pay period (weekly/bi‑weekly/monthly/annual) before deductions, while Question B asks for an hourly rate of pay. They are related measures of compensation but capture different constructs (total pay per period vs pay per hour) and cannot be treated as equivalent without additional information on hours worked and pay frequency.",partial,CPS_1024,gpt-5-mini
response_format_mismatch,high,usual (weekly/bi-weekly/monthly/annual),not specified,"Question A asks for a respondent's usual earnings for a specified pay period (weekly/bi‑weekly/monthly/annual) before taxes, i.e. a total dollar amount for a pay interval. Question B asks for an hourly rate on the main job (dollars per hour) with no pay period or pre/post-tax framing. These capture related earnings information but use different response formats and require different auxiliary data (hours worked, pay frequency, taxes) to convert between them, so they are not equivalent.",no,CPS_1023,gpt-5-mini
related_but_distinct,high,usual (weekly / bi-weekly / monthly / annual),usually (not further specified),"Question A asks for the respondent's total usual earnings over a specified pay period (weekly/bi-weekly/monthly/annual) before taxes. Question B asks only for the usual amount received in specific components (overtime, tips, commissions) before taxes, i.e. a subset of total earnings. The questions share the 'usual' timing and pretax framing but differ in scope (total earnings vs specific components).",partial,CPS_1025,gpt-5-mini
related_but_distinct,high,weekly/bi-weekly/monthly/annual,weekly,"Question A asks for usual total earnings before taxes for a selectable pay period (weekly, bi-weekly, monthly, or annual). Question B asks only for the portion of weekly earnings that come from overtime, tips, or commissions before taxes — a subset of total earnings and limited to a weekly frame. The concepts overlap (both about earnings) but are asking different specific constructs and reference periods.",partial,CPS_1026,gpt-5-mini
response_format_mismatch,high,"pay period specified (weekly, bi-weekly, monthly, or annually)","reporting basis options (hourly, weekly, annually, or other)","Both questions concern total earnings before taxes for the (main) job, but Question A is a verification prompt asking the respondent to confirm a specific recorded dollar amount and its pay period (yes/no), whereas Question B asks which time/unit basis the respondent would use to report earnings (choice of basis) and does not confirm any amount. This is a fundamental difference in response format and intent, making them not directly equivalent for measurement despite the shared topical focus.",no,CPS_1027,gpt-5-mini
response_format_mismatch,high,weekly/bi-weekly/monthly/annually (pay period),not specified,"Question A is a confirmation yes/no about a recorded total earnings amount for a specified pay period (weekly/bi-weekly/monthly/annually). Question B asks for a numeric hourly rate and does not provide a pay period. The two ask different measurement units and response formats (confirmation of a period-based total vs. reporting dollars per hour), so they are not equivalent.",partial,CPS_1029,gpt-5-mini
related_but_distinct,high,pay period (weekly/bi-weekly/monthly/annually),not specified,"Question A is a confirmation question about total earnings for a specific pay period before taxes (weekly/bi-weekly/monthly/annually) and expects a yes/no verification. Question B asks for the respondent's hourly rate on the job excluding overtime, tips, and commissions (a current hourly wage numeric value). The two ask different metrics (total pay for a period vs. base hourly rate), have different response formats, and B explicitly excludes pay components that A does not, so they are related by topic but distinct in substance.",no,CPS_1028,gpt-5-mini
related_but_distinct,high,weekly/bi-weekly/monthly/annually (specified pay period as recorded),not specified (asks for current hourly rate),"Question A asks the respondent to confirm a recorded total earnings amount for a specific pay period (weekly/bi-weekly/monthly/annually) and expects a yes/no confirmation. Question B asks for a numeric estimate of hourly pay with no pay period specified, so they capture different earnings metrics and use different response formats.",partial,CPS_1030,gpt-5-mini
related_but_distinct,high,as recorded (weekly/bi-weekly/monthly/annually),usually weekly,"Question A is a confirmation about the respondent’s total earnings for the job as previously recorded (with variable pay-period framing) and expects a yes/no/correction response. Question B asks for a dollar amount 'usually' earned weekly only for overtime, tips, or commissions (specific earnings components), so it differs in scope, itemization, and response format.",no,CPS_1032,gpt-5-mini
related_but_distinct,high,weekly/bi-weekly/monthly/annually (as recorded for ERNAMT),not specified,"Question A asks about the respondent's total earnings for a specified pay period (it confirms the recorded ERNAMT for the job), while Question B asks only for the usual amount received JUST in overtime, tips, or commissions. The scope of amounts differs (total earnings versus specific earnings components) and B has no explicit reference period, so they are related by topic but ask distinct things.",no,CPS_1031,gpt-5-mini
response_format_mismatch,high,usual (weekly/bi-weekly/monthly/annual) earnings,"not specified (asks reporting basis: hourly, weekly, annually, or other)","Both ask about total earnings before taxes for the respondent's main job, but Question A directly requests the usual dollar amount tied to a pay period (weekly/bi‑weekly/monthly/annual) and specifies inclusion of overtime/tips/commissions. Question B only asks which time/unit basis the respondent will use to report earnings (hourly/weekly/annual/other) and does not itself request the dollar amount, nor does it explicitly mention overtime/tips. This is primarily a mismatch in response format/flow rather than reference period content.",partial,CPS_1033,gpt-5-mini
response_format_mismatch,high,usual pay per respondent-specified pay period (weekly / bi-weekly / monthly / annual),hourly (per hour),"Both ask about earnings but use different metrics: Question A asks for usual gross earnings for a pay period (weekly/bi-weekly/monthly/annual), while Question B asks for an hourly rate. They are not directly equivalent without additional information (e.g., usual hours worked, inclusion of tips/commissions/overtime). Also CPS explicitly mentions overtime/tips/commissions, which may not be captured by a simple hourly rate alone.",partial,CPS_1035,gpt-5-mini
related_but_distinct,high,usual pay period (weekly/bi-weekly/monthly/annual),not specified,"Question A asks for usual earnings for a specified pay period and explicitly INCLUDES overtime, tips, and commissions; Question B asks for an hourly rate and explicitly EXCLUDES those pay components. They address the same general topic (earnings) but differ in excluded/included components and in response format (period earnings vs hourly rate), so they are distinct measures.",partial,CPS_1034,gpt-5-mini
response_format_mismatch,high,usual earnings on this job (weekly / bi-weekly / monthly / annual),hourly,"Question A asks for usual earnings expressed as an amount per pay period or per year and explicitly includes overtime, tips, and commissions, while Question B asks only for an hourly rate of pay. The two differ in response format (period/total earnings vs. unit rate) and in scope (A captures total pay per period including extras; B captures just an hourly rate and does not capture hours worked or extras).",partial,CPS_1036,gpt-5-mini
related_but_distinct,high,usual (weekly/bi-weekly/monthly/annual),usually (no specified pay period),"Question A asks for total usual earnings on the job including overtime, tips, and commissions for a specified pay period (weekly/bi-weekly/monthly/annual). Question B asks only for the portion received JUST in overtime, tips, or commissions (before taxes) and does not request total pay or a specific pay period. These ask different monetary concepts (total earnings vs. component of earnings).",no,CPS_1037,gpt-5-mini
response_format_mismatch,high,not specified,not specified,"Question A asks (implicitly) whether the job is paid at an hourly rate (a categorical/yes-no prompt), while Question B requests the numeric hourly rate and explicitly excludes overtime, tips, and commissions. The core topic (hourly pay) is the same but the response formats and detail (amount vs. indicator, plus exclusions in B) differ.",partial,CPS_1040,gpt-5-mini
response_format_mismatch,medium,not specified,not specified,"Both questions address the basis on which earnings are reported (hourly vs other basis), but they differ in what is being asked and how responses are captured. Question A appears to be a binary/confirming item about whether earnings are paid at an hourly rate, while Question B asks the respondent to choose the easiest reporting basis from multiple options (hourly, weekly, annually, other). Because the focus and answer formats differ, they are not direct equivalents.",partial,CPS_1039,gpt-5-mini
related_but_distinct,high,usual (weekly/bi-weekly/monthly/annual) earnings (pay period specified in question),weekly,"Question A asks for the respondent’s usual total earnings on the job (explicitly including overtime, tips, and commissions) and allows multiple pay period frames (weekly/bi‑weekly/monthly/annual). Question B asks only for the usual weekly amount JUST from overtime, tips, or commissions. They overlap in content (the same components are mentioned) but have different targets (total earnings vs component-only) and B fixes the period to weekly while A allows various periods.",no,CPS_1038,gpt-5-mini
response_format_mismatch,high,not specified,not specified,"Question A asks (or prompts about) whether earnings are paid at an hourly rate / whether it is easier to report hourly-paid earnings (a categorical/yes-no or routing prompt), while Question B requests the actual hourly rate (a numeric dollar amount). They therefore address the same topical domain (hourly pay) but use different response formats and elicit different information, and neither specifies a time reference.",partial,CPS_1041,gpt-5-mini
response_format_mismatch,high,not specified,not specified,"Question A asks whether earnings are paid at an hourly rate (a categorical/confirming item), whereas Question B asks for a numeric estimate of the hourly rate of pay (a dollar amount). Both address 'hourly pay' but use fundamentally different response formats and elicit different information (presence of hourly pay vs its magnitude).",partial,CPS_1042,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A asks whether the respondent is paid at an hourly rate (a payment basis/categorical attribute), while Question B asks for a dollar amount received for overtime, tips, or commissions (a monetary magnitude). They address different specific concepts and use different response types (categorical vs. dollar amount), so they are related by the broader topic of earnings but not equivalent.",no,CPS_1043,gpt-5-mini
related_but_distinct,high,not specified,usually weekly,"Question A asks about pay structure (whether the respondent is paid at an hourly rate) or ease of reporting earnings by pay type, likely a categorical/confirmation item; Question B asks for a dollar amount of usual weekly earnings from specific components (overtime, tips, commissions) before deductions. They address different specific facts (payment method vs. component-specific weekly amounts) and use different response formats, so they are related by topic but distinct in content and purpose.",no,CPS_1044,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A elicits a numeric hourly wage (excluding overtime, tips, commissions) for the job. Question B asks which basis (hourly, weekly, annually, or other) is the easiest way to report total earnings before taxes, not the actual wage amount and not excluding the same components. Thus they address the same general topic (earnings) but ask different specific information and use different scopes of inquiry.",no,CPS_1045,gpt-5-mini
near_duplicate,high,not specified,not specified,"Both questions ask for the hourly rate of pay on the respondent's current or main job and use the same response format (hourly amount). The CPS question explicitly excludes overtime pay, tips, and commissions while the ACS wording does not include those exclusions, a minor definitional difference that can alter reported amounts but does not change the core concept being measured.",partial,CPS_1047,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A asks for the hourly rate of pay on the job excluding overtime, tips, and commissions (a wage rate). Question B asks how much the respondent usually receives in overtime, tips, or commissions (an amount of additional earnings). They target different constructs (base hourly rate versus extra earnings), use different units (rate vs amount), and A explicitly excludes what B specifically measures.",no,CPS_1049,gpt-5-mini
exact_duplicate,high,not specified,not specified,"Both questions ask for the hourly rate of pay on the respondent's current/ main job and explicitly exclude overtime, tips, and commissions; differences are only minor wording/parenthetical variations (pronoun choices and bracketed phrasing) that do not change meaning or response format. No time reference is specified in either question and both expect the same type of numeric hourly-rate response.",yes,CPS_1046,gpt-5-mini
near_duplicate,medium,not specified,not specified,"Both questions ask for an hourly rate of pay (same core concept). They differ in important wording: the CPS explicitly restricts response to the rate on this/main job and excludes overtime, tips and commissions, while the ACS item simply asks for a ""best estimate"" with no stated exclusions or job specification. These minor but consequential differences could alter responses but do not change the underlying concept being measured.",partial,CPS_1048,gpt-5-mini
near_duplicate,high,not specified,not specified,"Both questions ask for the respondent's race using the same set of standard race categories, and both allow multiple races in practice; the CPS wording explicitly tells respondents they may choose one or more races and clarifies that Hispanic origin is not a race, while the ACS prompt shown is a shorter stem without those explicit instructions. These are minor wording/format differences that do not change the core concept being measured.",partial,CPS_1053,gpt-5-mini
near_duplicate,high,not specified,not specified,"Both questions ask the respondent’s race using the same core race categories and allow selection of one or more races; CPS explicitly reads the five standard race categories and clarifies that Hispanic origin is not a race. The ACS item as presented is shorter but functionally asks the same attribute (Person 2’s race); minor wording and presentation differences (explicit read list, the Hispanic clarification, and possible ACS inclusion of 'Some other race' or write-in) do not change the core concept.",partial,CPS_1052,gpt-5-mini
related_but_distinct,high,not specified,usual weekly,"Question A asks for the hourly rate of pay on the job and explicitly excludes overtime, tips, and commissions. Question B asks for the usual weekly dollar amount earned specifically from overtime, tips, or commissions. They differ in unit (hourly rate vs weekly amount), content (A excludes those components; B asks only for them), and A has no explicit reference period while B is weekly.",no,CPS_1050,gpt-5-mini
near_duplicate,high,not specified,not specified,"Both questions ask the respondent's race using the same OMB race categories and permit multiple race reporting in practice; CPS explicitly states ""you may choose one or more races"" and clarifies that Hispanic origin is not a race, while the ACS prompt as provided is a shorter label but functionally asks the same core concept. Differences are minor wording and interviewer script/format (CPS reads a list and includes the Hispanic-origin clarification) rather than substantive differences in what is measured.",partial,CPS_1051,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A specifically asks which Asian subgroup the respondent is (lists Asian Indian, Chinese, Filipino, etc.), while Question B is a generic race question asking the person’s race without specifying response options or a focus on Asian subgroups. They address the same broad topic (race) but differ in specificity and presumed response format—A targets Asian subgroup identification, B may or may not capture that level of detail depending on its response choices.",partial,CPS_1054,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A specifically elicits Asian subgroup identity (lists Asian Indian, Chinese, Filipino, Japanese, Korean, Vietnamese, or another Asian group) and appears to be a follow-up for respondents who are Asian. Question B is a general race question for ""Person 2"" and does not, as written, target Asian subgroups or show the same response options/format. Because A is a subgroup-level item and B is a broad race item, they address related topics but are not equivalent.",partial,CPS_1055,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Both items concern race but ask different things: Question A explicitly asks which Native Hawaiian or Other Pacific Islander subgroup the respondent is (subgroup-level), while Question B is a general race question for Person 1 (top-level). The difference in scope and response format (specific NHOPI subgroup listing vs. an overall race question) makes them related but not equivalent.",partial,CPS_1057,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A specifically asks which Asian subgroup the respondent is (lists Asian Indian, Chinese, Filipino, Japanese, Korean, Vietnamese, or another Asian group), whereas Question B asks a general race question for Person 3 without specifying subgroup prompts or format. The scope and response format differ: A is a targeted Asian-subgroup item (implicitly conditional on being Asian) while B is a broad race item that may include many non-Asian categories and different handling of multiple races.",partial,CPS_1056,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A specifically asks which Native Hawaiian or Other Pacific Islander subgroup the respondent is (listing NHOPI subgroups), while Question B is a general ask for a person's race. The scope and granularity differ: A targets only NHOPI subgroup identification, B solicits overall race (and likely a different response format/response options). These differences make them related in topic (race) but distinct in what they measure.",partial,CPS_1058,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A specifically asks which Native Hawaiian or Other Pacific Islander subgroup the respondent is (a subgroup-identification follow-up). Question B is a broad race question asking for a person's race overall and does not explicitly solicit the detailed NHOPI subgroup list in A. The scope and specificity differ: A targets subgroup identification within NHOPI, B addresses overall race classification.",no,CPS_1059,gpt-5-mini
response_format_mismatch,high,not specified,not specified,"Both questions ask for a person's date of birth (identical core information), but Question B also explicitly asks for the person's age in the same prompt. That additional required response means the answer formats differ (DOB-only vs DOB+age), so they are not exact/near duplicates.",yes,CPS_1061,gpt-5-mini
near_duplicate,high,not specified,not specified,"Both questions explicitly ask for the respondent's date of birth, so they share the same core concept. Question B additionally asks for age in the same question, which is a minor expansion of scope but does not change the DOB request itself. There is no difference in reference period or response format for the DOB item that would make them non-equivalent.",yes,CPS_1060,gpt-5-mini
response_format_mismatch,high,last week,not specified,"Question A is a yes/no confirmation that a computed age (explicitly anchored ""as of last week"") is correct. Question B requests person’s age and date of birth (open numeric/date responses) and does not specify a reference date. Thus they cover the same underlying concept (age) but use different response formats and A also explicitly anchors the reference period.",partial,CPS_1063,gpt-5-mini
near_duplicate,high,not specified,not specified,"Both questions solicit a respondent's date of birth; the ACS item also asks for age explicitly. This is a minor addition rather than a change in substantive intent—both capture the same core demographic information (DOB), though ACS collects an extra derived value (age).",yes,CPS_1062,gpt-5-mini
response_format_mismatch,high,last week,not specified,"Both questions aim to establish a person's age, but Question A is a confirmation prompt about an age as of 'last week' (yes/no confirmation of a supplied age), while Question B requests explicit values (age and date of birth) with no stated reference period. The difference in response format (confirmation vs. solicited numeric DOB/age) and the explicit reference-period in A make them functionally different even though the underlying concept is the same.",partial,CPS_1065,gpt-5-mini
response_format_mismatch,high,last week,not specified,"Both ask about a person's age, but Question A is a confirmation prompt asking whether a pre-filled age (as of last week) is correct (yes/no/correction), while Question B requests the respondent to provide age and date of birth (numeric and DOB fields). Additionally, Question A explicitly uses a reference period (“as of last week”) whereas Question B gives no explicit reference period, so the two differ in both response format and (slightly) timing.",partial,CPS_1064,gpt-5-mini
response_format_mismatch,high,on last birthday,not specified,"Both questions aim to obtain a respondent's age, but CPS explicitly elicits a best-guess age on the respondent's last birthday when the exact birthdate is unknown, while ACS requests both current age and the date of birth (a precise DOB). The ACS format collects a granular date that can produce age but uses a different response approach and may not include the same fallback language for unknown DOBs.",partial,CPS_1066,gpt-5-mini
exact_duplicate,high,not specified,not specified,"Both questions ask for the respondent's highest educational attainment (highest level of school completed or highest degree received) with only minor word-order and pronoun differences. There is no time reference in either question and the intended response categories (degree/level completed) are the same, so meaning, reference period, and response format align closely.",yes,CPS_1069,gpt-5-mini
response_format_mismatch,high,last birthday,not specified,"Both questions aim to measure a person's age (typically age at last birthday) but differ in response format and detail. CPS asks only for a best-guess age at the respondent’s last birthday (allowing approximation when the exact birthdate is unknown), while the ACS requests both an age and the person’s date of birth (an exact date if known). These format differences affect measurement and follow-up handling (imputation/validation).",yes,CPS_1067,gpt-5-mini
response_format_mismatch,high,on last birthday,not specified,"Both questions aim to determine a person's age, but ACS Question B additionally requests a date of birth (an exact date) while CPS Question A only solicits an age (asked as a best guess for last birthday). The response formats therefore differ (age-only versus age plus DOB), and Question A explicitly frames the age as 'on last birthday' while Question B does not specify that reference in the text provided.",yes,CPS_1068,gpt-5-mini
related_but_distinct,high,not specified,not specified,"The CPS item asks whether any certifications or licenses were issued by government (a yes/no construct about credentials/authorization), while the ACS item asks about the highest academic degree or level completed (a categorical measure of formal educational attainment). They address different constructs and use different response formats, so they are related to education broadly but not equivalent.",no,CPS_1072,gpt-5-mini
related_but_distinct,high,before receiving GED,as of survey (highest degree/level completed to date),"Question A asks a historical, conditional detail — the highest grade completed specifically before obtaining a GED. Question B asks the respondent's current highest degree or level completed (e.g., none, grade level, GED, diploma, college degree). They address the same general topic (educational attainment) but ask different specific facts and use different response framing, so they are not equivalent.",no,CPS_1071,gpt-5-mini
near_duplicate,medium,not specified,not specified,"Both questions ask about a person's level of education (high school vs college/university) and therefore address the same core concept. The ACS item explicitly asks for the highest degree or level COMPLETED and is more granular, while the CPS phrasing is briefer and does not explicitly state completion or finer degree distinctions (e.g., associate vs bachelor vs graduate). These are minor wording/response-detail differences rather than a change in the underlying concept.",partial,CPS_1073,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A specifically asks how a respondent obtained a high school diploma (e.g., graduated vs. GED) and is implicitly conditional on having a high school credential. Question B asks the respondent's highest degree or level of school completed for the entire population and is broader in scope and response categories. Thus they address related education information but ask different specific constructs (mode/type of high-school credential vs. overall educational attainment).",partial,CPS_1070,gpt-5-mini
related_but_distinct,high,current,not specified,"Question A asks a binary factual item about whether the respondent currently holds a professional certification or state/industry license. Question B asks for a descriptive, open‑ended account of usual activities or duties at the job. They address different specific aspects of occupation (credentialing vs. job tasks) and use different response formats, so they are related by topic but distinct in content and purpose.",no,CPS_1074,gpt-5-mini
related_but_distinct,high,current or most recent job (mentions a currently active certification/license and asks about job/main job/job from which on layoff/job last worked),current job (asks about usual activities at this job),"Question A asks whether a certification or license is required for the respondent's job(s) (a credential/requirement question), while Question B asks for a description of usual activities or duties (a task/occupation description). They measure different constructs and are not interchangeable; job duties do not directly indicate whether a credential is required.",no,CPS_1075,gpt-5-mini
related_but_distinct,high,since last month,not specified,"Question A asks whether the usual activities/duties have changed since last month (a temporal yes/no about change). Question B asks for a descriptive statement of the respondent's usual activities or duties with no time frame. They address the same topical domain (job duties) but ask different specific information and use different response formats, so they are related but not equivalent.",no,CPS_1076,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A asks for the respondent's occupation (job title/what kind of work), while Question B asks for usual activities or duties performed at the job (tasks/responsibilities). These elicit related but different constructs (occupation label/classification versus job tasks), which affect coding and analytic use. Wording differences change the specific information collected even though both concern employment.",no,CPS_1078,gpt-5-mini
exact_duplicate,high,not specified,not specified,"Both items solicit the same open-ended information — the respondent's usual activities or duties at a job. The CPS wording only includes minor tense/pronoun variants (""are/were"", ""your/his/her"") to fit different respondent contexts; this does not change the substantive meaning, reference period, or response format.",yes,CPS_1079,gpt-5-mini
near_duplicate,high,not specified,not specified,"Both items ask for the respondent's usual activities or duties on a job and would elicit the same open-ended occupation-description response. Minor wording differences (CPS shows optional past tense 'were' and allows proxy phrasing 'your/his/her') do not change the core concept but constitute small syntactic/administrative differences. Because of the slight tense/proxy wording variance they are not strictly identical, but functionally equivalent.",yes,CPS_1080,gpt-5-mini
