pair_id,primary_barrier_openai,feasibility_openai,specific_conflict_openai,additional_barriers_openai,reasoning_openai,primary_barrier_claude,feasibility_claude,specific_conflict_claude,additional_barriers_claude,reasoning_claude,barrier_l1_openai,barrier_l1_claude,arbitrated_barrier,arbitrated_feasibility,arbitration_source,arbitration_reasoning,final_barrier,final_feasibility,final_barrier_L1
FOODAPS_0050,CC.1,F3,"FOODAPS asks about the duration of the commute, while ACS asks about the location of work.",[],"The core concepts differ fundamentally; one measures time taken to commute, while the other focuses on the work location.",CC.1,F3,FOODAPS asks about commute duration (time); ACS asks about work location (place). These measure fundamentally different constructs.,[],"The questions address entirely different dimensions of commuting behavior. One measures temporal duration, the other measures geographic destination. They cannot be consolidated as they answer different substantive questions.",CC,CC,,,,,CC.1,F3,CC
FOODAPS_0051,CC.1,F3,"FOODAPS asks about the duration of the commute, while ACS asks about the mode of transportation used.",[],"The questions address different constructs; one measures time, and the other measures transportation method.",CC.1,F3,FOODAPS asks about commute duration (time); ACS asks about commute mode (transportation method). These measure different constructs within the commuting domain.,[],"While both relate to commuting, they operationalize different concepts. Duration and mode are independent dimensions that cannot be derived from one another without additional information.",CC,CC,,,,,CC.1,F3,CC
FOODAPS_0052,CC.1,F3,"FOODAPS asks about the duration of the commute, while ACS asks about the number of passengers in the vehicle.",[],"The constructs are incompatible; one focuses on time taken, while the other focuses on carpooling.",CC.1,F3,FOODAPS asks about commute duration; ACS asks about vehicle occupancy (number of people in vehicle). These are distinct commuting characteristics.,[],These questions measure different aspects of commuting behavior. Commute time and vehicle occupancy are independent variables that cannot be consolidated into a single measure.,CC,CC,,,,,CC.1,F3,CC
FOODAPS_0053,CC.1,F3,"FOODAPS asks about the duration of the commute, while ACS asks about the time the trip usually begins.",[],"The questions measure different aspects of commuting; one measures duration, while the other measures start time.",CC.1,F3,FOODAPS asks about commute duration (how long); ACS asks about departure time (when). These measure different temporal dimensions of the commute.,[],"Duration and departure time are distinct constructs. Knowing when someone leaves for work does not indicate how long the commute takes, and vice versa.",CC,CC,,,,,CC.1,F3,CC
FOODAPS_0054,TC.1,F1,"FOODAPS asks about the usual commute time, while ACS specifies LAST WEEK.",[],"The primary issue is the reference period; FOODAPS is more general, while ACS is specific to the last week.",TC.2,F2,FOODAPS asks about 'usually' (habitual/typical); ACS specifies 'LAST WEEK' (recent retrospective). Different temporal framing of the same construct.,['TC.1'],"Both measure commute duration in minutes, but FOODAPS captures usual/typical patterns while ACS captures last week's actual experience. These may differ due to variation in weekly commutes. Statistical adjustment could align them by assuming last week is representative, but this requires assumptions.",TC,TC,TC.2,F2,model_b,"Model B correctly identifies this as TC.2 (temporal framing) rather than TC.1 (reference period length). The key distinction is not about how long the reference period is (both could theoretically cover similar durations), but rather about the type of temporal framing: FOODAPS asks about 'usual' commute time (habitual/typical pattern), while ACS asks about 'LAST WEEK' (recent retrospective/actual experience). This is a classic habitual vs. retrospective framing difference. TC.1 would apply if both asked about actual commute times but over different lengths (e.g., 7 days vs 30 days). F2 is appropriate because harmonization requires assuming that last week's commute is representative of usual patterns, which may not hold for individuals with variable schedules, but statistical adjustment at aggregate levels is feasible.",TC.2,F2,TC
FOODAPS_0057,CC.1,F3,"FOODAPS asks if any work was done, while ACS asks about layoff status.",[],"The constructs differ; one measures work activity, while the other measures employment status related to layoffs.",CC.2,F3,FOODAPS asks about work activity (did any work); ACS asks about layoff status (employment condition). Different operationalizations of employment.,[],"These measure different aspects of employment. Layoff status is a specific employment condition distinct from whether work was performed. A person on layoff may still do work; conversely, someone not on layoff may not have worked.",CC,CC,CC.1,F3,model_a,"These two questions measure fundamentally different concepts, not just different operationalizations of the same concept. The survey question asks about work activity (behavioral: did you work?), while the ACS question asks about layoff status (employment condition: are you on layoff?). These are distinct constructs entirely - one measures labor force participation through work behavior, the other measures a specific employment status condition. CC.2 would apply if both questions were trying to measure the same underlying concept but using different behavioral indicators. Here, they are measuring different core concepts altogether: work activity vs. employment status/condition. A person on layoff has a specific relationship with an employer but may or may not have done work; someone who did work may or may not be on layoff from another job. The concepts are not different operationalizations of the same thing - they are fundamentally different meanings.",CC.1,F3,CC
FOODAPS_0058,CC.1,F3,"FOODAPS asks if any work was done, while ACS asks about temporary absence from a job.",[],"The questions focus on different aspects of employment; one measures work done, while the other measures absence.",CC.2,F3,FOODAPS asks about work activity (did any work); ACS asks about temporary absence status. Different operationalizations of employment.,[],"These measure different employment dimensions. Temporary absence indicates job attachment but not actual work performance. Someone temporarily absent did not work last week, but the absence status is distinct from the work activity measure.",CC,CC,CC.1,F3,model_a,"The core issue here is that the two questions measure fundamentally different concepts, not just different operationalizations of the same concept. The survey question asks about actual work performance (did you do any work?), while the ACS question asks about temporary absence status (were you temporarily absent from a job?). These are different core concepts entirely - one measures work activity, the other measures job attachment during absence. This is CC.1 (concept definition) rather than CC.2 (operationalization) because they are not two different ways of measuring the same underlying construct. Work activity and temporary absence status are distinct concepts, even though both relate to employment broadly. Someone temporarily absent has job attachment but did NOT work; someone who worked clearly performed work. These cannot be harmonized because they capture different employment dimensions at the definitional level.",CC.1,F3,CC
FOODAPS_0059,TC.2,F3,"FOODAPS asks about work done last week, while ACS asks about the last time the person worked.",[],"The temporal framing differs; one is a point-in-time question, while the other is retrospective.",TC.1,F3,"FOODAPS asks about last week (7-day reference); ACS asks 'when did person last work' (open-ended retrospective, potentially months/years). Fundamentally different reference periods.",['TC.2'],FOODAPS uses a fixed recent reference period while ACS uses an unbounded retrospective reference. These cannot be harmonized as they measure employment recency over incompatible timeframes.,TC,TC,TC.1,F3,model_b,"The key distinction here is about reference period LENGTH, not temporal framing type. Both questions are retrospective in nature - they both ask about past work. The critical difference is that FOODAPS uses a bounded 7-day reference period ('last week') while ACS uses an unbounded open-ended reference period ('when did this person last work' - which could be days, months, or years ago). TC.1 (Reference period length) is the correct code because the fundamental barrier is the incompatible timeframes: one is fixed at 7 days, the other has no fixed boundary. TC.2 would apply if one asked about habitual behavior vs. a specific time point, but both questions here are asking about actual work occurrences, just over different time horizons. These cannot be harmonized because a 'yes' to working last week cannot be mapped to the ACS response categories, and ACS responses indicating work months/years ago have no equivalent in the FOODAPS question.",TC.1,F3,TC
FOODAPS_0061,CC.1,F1,"Both questions ask about work done last week, but ACS specifies any work for pay, even for one hour.",[],"The primary issue is the definition of work; FOODAPS is broader, while ACS has a specific threshold for work.",TC.2,F1,"Both ask about work for pay last week, with nearly identical wording and reference period. FOODAPS says 'pay or profit'; ACS says 'pay, even for as little as one hour.' Minimal substantive difference.",[],These are near-duplicate questions with the same reference period (last week) and nearly identical constructs. The minor wording differences ('pay or profit' vs 'pay') are negligible. Direct recoding or consolidation is feasible.,CC,TC,CC.4,F2,synthesis,"Model B's TC.2 coding is incorrect as there is no temporal framing difference - both questions use 'last week' as the reference period. Model A correctly identifies a construct difference but CC.1 (concept definition) is not quite right. The core difference is scope: FOODAPS includes 'pay or profit' while ACS only asks about 'pay.' Work for profit (e.g., self-employment income, running a business) may not be captured the same way as work for pay. This is a CC.4 (scope inclusions) issue - different components are counted. The ACS's 'even for as little as one hour' is a clarifying prompt, not a threshold difference. The 'profit' inclusion in FOODAPS means it may capture self-employment that respondents might not consider 'pay.' This requires statistical adjustment (F2) rather than simple recoding because we cannot mechanically separate profit-only workers from pay workers in the FOODAPS data.",CC.4,F1,CC
FOODAPS_0062,CC.1,F3,"FOODAPS asks if any work was done, while ACS asks about layoff status.",[],"The constructs differ; one measures work activity, while the other measures employment status related to layoffs.",CC.2,F3,FOODAPS asks about work activity (did any work); ACS asks about layoff status (employment condition). Different operationalizations of employment.,[],Identical to FOODAPS_0057. These measure different employment dimensions. Layoff status is a specific employment condition distinct from whether work was performed.,CC,CC,CC.1,F3,model_a,"These two questions measure fundamentally different concepts, not just different operationalizations of the same concept. The survey question asks about work activity (whether work was performed), while the ACS question asks about layoff status (a specific employment condition). These are different core concepts entirely - one is about labor performed, the other is about employment status/relationship with an employer. CC.2 (operationalization) would apply if both were trying to measure the same underlying construct through different behavioral indicators, but here the constructs themselves differ. Being on layoff and doing work are distinct concepts - someone on layoff might do other work, and someone not on layoff might not have worked. CC.1 (concept definition) is the appropriate code because the core terms and meanings differ fundamentally.",CC.1,F3,CC
FOODAPS_0063,TC.1,F3,"FOODAPS asks about work done last week, while ACS inquires about temporary absence from a job.",[],The primary issue is a temporal reference mismatch; the questions focus on different aspects of employment status.,CC.2,F3,FOODAPS asks about any work for pay/profit; ACS asks about temporary absence from existing job,['TC.2'],These measure fundamentally different constructs: actual work performed vs. employment status conditional on having a job. FOODAPS operationalizes employment as work activity; ACS operationalizes it as job attachment. Not mechanically reconcilable.,TC,CC,CC.2,F3,model_b,"Model B correctly identifies this as a construct/operationalization difference rather than a temporal issue. While both questions reference 'last week,' they measure fundamentally different constructs. The FOODAPS question asks whether the person performed any work activity for pay/profit - measuring actual labor force participation through work activity. The ACS question asks about temporary absence from an existing job/business - this presupposes the person already has a job and asks about their attachment to it despite not working. These are different operationalizations of employment status: one measures work performed, the other measures job attachment. Model A's TC.1 coding is incorrect because the reference period (last week) is actually the same in both questions; the difference is in WHAT is being measured about that week, not WHEN. Per the coding rules, CC takes precedence over TC when the apparent temporal difference actually reflects a construct difference.",CC.2,F3,CC
FOODAPS_0064,TC.1,F3,"FOODAPS asks about work done last week, while ACS asks about the last time the person worked.",[],The primary issue is a temporal reference mismatch; the questions are fundamentally different in their focus on time.,TC.1,F3,FOODAPS uses 7-day reference period (last week); ACS asks lifetime/historical reference (when last worked),['CC.2'],Fundamentally different temporal scopes: current week activity vs. ever worked. Cannot be recoded without additional information about work history patterns.,TC,TC,,,,,TC.1,F3,TC
FOODAPS_0065,CC.1,F3,"FOODAPS asks if the respondent retired before last week, while ACS asks if they worked for pay last week.",[],The primary issue is a construct definition difference; one question focuses on retirement status while the other on current employment.,CC.1,F3,FOODAPS measures retirement status (labor force exit); ACS measures current week work activity,['TC.2'],Different constructs entirely: retirement is a status/transition; current work is an activity. A retired person may still work; a non-working person may not be retired. Incompatible operationalizations.,CC,CC,,,,,CC.1,F3,CC
FOODAPS_0066,CC.1,F3,"FOODAPS asks if the respondent retired before last week, while ACS asks if they did any work for pay last week.",[],The primary issue is a construct definition difference; the questions address different employment statuses.,CC.1,F3,FOODAPS measures retirement status; ACS measures any work activity in past week,['TC.2'],Retirement status and current work activity are distinct constructs. Retired individuals may work; non-retired may not. Cannot be consolidated without losing conceptual meaning.,CC,CC,,,,,CC.1,F3,CC
FOODAPS_0067,CC.1,F3,"FOODAPS asks if the respondent retired before last week, while ACS asks if they were on layoff last week.",[],The primary issue is a construct definition difference; the questions pertain to different employment situations.,CC.1,F3,FOODAPS measures retirement status; ACS measures layoff status,[],Completely different employment status categories. Retirement and layoff are mutually exclusive conditions with different meanings and implications. Not harmonizable.,CC,CC,,,,,CC.1,F3,CC
FOODAPS_0068,CC.1,F3,"FOODAPS asks if the respondent retired before last week, while ACS asks about temporary absence from a job.",[],The primary issue is a construct definition difference; the questions focus on different employment statuses.,CC.1,F3,FOODAPS measures retirement status; ACS measures temporary absence from job,[],Retirement and temporary absence are distinct employment statuses. A retired person is not temporarily absent; a temporarily absent person is not retired. Fundamentally incompatible.,CC,CC,,,,,CC.1,F3,CC
FOODAPS_0069,CC.1,F2,"FOODAPS asks if the respondent retired before last week, while ACS asks when they last worked.",[],"The primary issue is a construct definition difference; however, there may be potential for statistical adjustment.",TC.1,F2,FOODAPS asks about retirement timing (before last week); ACS asks when last worked (historical reference),['CC.2'],"Both reference past work history but with different temporal framing. Retirement before last week could be inferred from 'when last worked' if combined with current date, but requires statistical modeling and assumptions about work patterns.",CC,TC,CC.1,F2,model_a,"The core issue here is a construct difference, not primarily temporal. The survey question asks about retirement status (a specific reason for not working), while the ACS asks about when the person last worked (regardless of why they stopped). Retirement is just one possible reason someone might have stopped working - others include unemployment, disability, family care, etc. While both questions do involve temporal elements, the fundamental barrier is that 'retired before last week' cannot be directly derived from 'when last worked' because the ACS question doesn't capture the reason for work cessation. Per the coding hierarchy rule (CC > TC when temporal difference implies a construct difference), construct coding takes precedence. Statistical adjustment would require assumptions about why someone stopped working, making F2 appropriate.",CC.1,F2,CC
FOODAPS_0070,CC.1,F2,"FOODAPS asks if the respondent retired before last week, while ACS asks if they worked for pay last week.",[],"The primary issue is a construct definition difference; however, there may be potential for statistical adjustment.",TC.2,F2,FOODAPS asks about retirement timing (before last week); ACS asks about current week work activity,['CC.2'],"Retirement status (historical) vs. current work activity (point-in-time). Could be partially reconciled through logical inference (if retired before last week AND no work last week = retired), but requires assumptions and loses information.",CC,TC,CC.1,F2,model_a,"The fundamental barrier here is a construct difference, not temporal. The survey question asks about retirement status (a labor force exit category), while the ACS question asks about work activity last week. These are different concepts entirely: retirement is a specific reason for not working (distinct from unemployment, disability, homemaking, etc.), while the ACS question only captures whether someone worked. A retired person would answer 'no' to the ACS question, but so would unemployed people, students, disabled individuals, and homemakers. The temporal element ('before last week' vs 'last week') is secondary - even if the time frames aligned perfectly, retirement status cannot be determined from work activity alone. Per the coding rules, CC > TC when temporal difference implies a construct difference, and here the core issue is that 'retirement' is a fundamentally different concept from 'working for pay.'",CC.1,F2,CC
FOODAPS_0071,CC.1,F3,"FOODAPS asks if the respondent retired before last week, while ACS asks if they did any work for pay last week.",[],The primary issue is a construct definition difference; the questions address different employment statuses.,TC.2,F3,FOODAPS asks about retirement timing (before last week); ACS asks about any work in past week,['CC.2'],Retirement is a status/transition; current work is an activity. A person retired before last week could still work last week. These measure different dimensions and cannot be consolidated.,CC,TC,CC.1,F3,model_a,"The fundamental barrier here is a construct difference, not a temporal one. One question asks about retirement status (an employment/labor force state), while the other asks about work activity. These are fundamentally different concepts - retirement is a labor force status while 'doing any work for pay' is a behavioral activity. As Model B correctly notes, someone who retired before last week could still work last week (e.g., part-time work in retirement). The temporal elements (both referencing 'last week') are actually aligned; the core problem is that the questions measure entirely different constructs. Per the coding rules, CC > TC when the difference implies a construct difference, and here the primary barrier to harmonization is the mismatch in what concept is being measured.",CC.1,F3,CC
FOODAPS_0072,CC.1,F3,"FOODAPS asks if the respondent retired before last week, while ACS asks if they were on layoff last week.",[],The primary issue is a construct definition difference; the questions pertain to different employment situations.,CC.1,F3,FOODAPS measures retirement status; ACS measures layoff status,[],Retirement and layoff are distinct employment statuses with different meanings. A retired person is not on layoff; a person on layoff is not retired. Fundamentally incompatible constructs.,CC,CC,,,,,CC.1,F3,CC
FOODAPS_0073,TC.2,F3,"FOODAPS asks about retirement status before last week, while ACS inquires about temporary absence from a job.",[],"The questions focus on different aspects of employment status, making them fundamentally incompatible.",CC.1,F3,FOODAPS asks about retirement status (permanent career transition); ACS asks about temporary absence from work (temporary employment interruption). These measure fundamentally different employment concepts.,['TC.2'],"The questions operationalize different constructs: retirement is a permanent status change, while temporary absence is a transient work interruption. Additionally, FOODAPS uses retrospective framing ('before last week') while ACS uses point-in-time framing ('last week'). These are conceptually incompatible.",TC,CC,CC.1,F3,model_b,"The primary barrier here is a fundamental construct difference, not merely a temporal framing issue. The survey question asks about retirement status (a permanent exit from the workforce), while the ACS question asks about temporary absence from work (a transient interruption with intent to return). These are conceptually incompatible employment constructs - someone who retired cannot be temporarily absent from a job, and temporary absence implies continued employment. While there is also a temporal framing difference ('before last week' vs 'last week'), the coding rules specify that CC > TC when temporal differences imply construct differences. Here, the construct difference is the binding constraint that makes harmonization impossible regardless of temporal alignment.",CC.1,F3,CC
FOODAPS_0074,TC.2,F2,"FOODAPS asks if the respondent retired before last week, while ACS asks when the person last worked.",[],"The temporal framing differs, as one is focused on retirement and the other on the last work date, requiring statistical adjustment for harmonization.",CC.1,F2,FOODAPS asks about retirement (permanent career exit); ACS asks when person last worked (temporal anchor for employment history). Retirement is a status; last work date is a temporal reference point.,['TC.2'],"While both relate to employment history, they measure different constructs. Retirement status could be inferred from 'last work' timing combined with age/intent, but requires assumptions about what constitutes retirement versus other reasons for not working.",TC,CC,CC.1,F3,synthesis,"Model B correctly identifies that this is fundamentally a construct difference (CC.1), not a temporal framing issue. 'Retirement' is a specific employment status indicating a permanent voluntary exit from the workforce, typically associated with age and pension eligibility. 'When did you last work' is simply asking for a temporal data point about employment history, which could apply to anyone not currently working regardless of reason (unemployment, disability, caregiving, retirement, etc.). These are categorically different concepts. While Model A notes temporal differences, the core issue is that retirement status cannot be reliably derived from knowing when someone last worked - many non-working people are not retired. However, I disagree with both models on feasibility. This should be F3 (incompatible) rather than F2, because the ACS question provides no information about WHY someone stopped working, making it impossible to reliably infer retirement status even with statistical modeling.",CC.1,F2,CC
FOODAPS_0075,CC.1,F3,"FOODAPS asks for the main reason for not working, while ACS asks if the person worked for pay.",[],"The core concepts differ; one is about reasons for non-participation, and the other is about actual work status, making them incompatible.",CC.2,F3,FOODAPS asks for reasons for non-work (open-ended or categorical explanation); ACS asks binary yes/no about work for pay. One is explanatory; one is behavioral confirmation.,['RS.1'],"These measure fundamentally different response types. FOODAPS captures causal reasoning (why didn't you work), while ACS confirms work activity (did you work). A reason cannot be directly derived from or mapped to a yes/no work confirmation.",CC,CC,CC.1,F3,model_a,"The fundamental issue here is that the two questions measure entirely different concepts. The survey question asks about REASONS for not working (a causal/explanatory concept), while ACS asks WHETHER someone worked (a behavioral status concept). This is a core concept definition difference (CC.1), not merely different operationalizations of the same concept (CC.2). CC.2 applies when two questions are trying to measure the same underlying construct but use different behavioral indicators - here, they are measuring completely different constructs. 'Reasons for not working' and 'work status' are distinct concepts at their definitional level, not different ways of operationalizing the same concept. Both models correctly identify F3 incompatibility since you cannot derive reasons for non-work from a binary work status question.",CC.1,F3,CC
FOODAPS_0076,CC.1,F3,"FOODAPS asks for the main reason for not working, while ACS asks if the person did any work for pay.",[],"The questions address different constructs; one focuses on reasons for non-work, while the other assesses any work activity, leading to incompatibility.",CC.2,F3,"FOODAPS asks for reasons for non-work (explanatory); ACS asks binary about any paid work, even minimal. One is causal reasoning; one is behavioral threshold confirmation.",['RS.1'],"Fundamentally different response types. FOODAPS captures explanatory reasoning for non-work, while ACS confirms minimal work activity. These cannot be directly consolidated as they answer different questions about employment.",CC,CC,CC.1,F3,model_a,"The fundamental issue here is that the two questions measure entirely different constructs. The survey question asks about reasons for not working (a causal/explanatory construct about non-employment), while the ACS question asks whether the person did any work at all (a behavioral/factual construct about employment status). This is a core concept definition difference - one measures 'reasons for non-work' and the other measures 'work occurrence.' While Model B's point about different response types (explanatory vs binary) is valid, the response scale difference is secondary to the fundamental construct difference. Per the coding hierarchy, CC takes precedence over RS when the scale difference reflects a construct difference. The primary barrier is that these questions define and measure completely different concepts (CC.1), not merely different operationalizations of the same concept (CC.2). They cannot be harmonized because they answer fundamentally different research questions.",CC.1,F3,CC
FOODAPS_0077,CC.1,F3,"FOODAPS asks for the main reason for not working, while ACS asks if the person was on layoff.",[],"The focus on reasons for non-work versus layoff status represents fundamentally different constructs, making them incompatible.",CC.2,F3,FOODAPS asks for reasons for non-work (open-ended explanation); ACS asks binary about layoff status (specific employment condition). One is general causal reasoning; one is a specific employment circumstance.,['RS.1'],"Different response types and scopes. FOODAPS captures broad reasons for non-work, while ACS identifies one specific condition (layoff). Layoff status is one possible reason among many, not a direct mapping.",CC,CC,CC.1,F3,model_a,"The core issue is a fundamental difference in what concept each question measures. The survey question asks for the 'main reason' for not working - this is a broad construct capturing any causal explanation for non-employment (illness, vacation, caregiving, layoff, retirement, etc.). The ACS question asks specifically about layoff status - a binary determination of one particular employment condition. While Model B correctly notes the response format differences (open-ended reasons vs binary yes/no), this is secondary to the primary barrier: the questions measure fundamentally different constructs. 'Layoff status' is just one possible value within the broader 'reason for not working' construct. The coding hierarchy rules specify CC > RS when scale differences reflect construct differences, and here the binary format exists because ACS is measuring a different, narrower concept entirely. CC.1 (concept definition) is more accurate than CC.2 (operationalization) because these aren't different ways of measuring the same underlying construct - they are measuring different constructs altogether.",CC.1,F3,CC
FOODAPS_0078,CC.1,F3,"FOODAPS asks for the main reason for not working, while ACS asks if the person was temporarily absent from a job.",[],"The questions pertain to different aspects of employment status, with one focusing on reasons and the other on absence, leading to incompatibility.",CC.2,F3,FOODAPS asks for reasons for non-work (explanatory); ACS asks binary about temporary absence (specific employment condition). One is causal reasoning; one is a specific circumstance.,['RS.1'],"Different response types. FOODAPS captures reasons for non-work broadly, while ACS identifies one specific condition (temporary absence). Temporary absence is one possible reason among many, not a direct mapping.",CC,CC,CC.1,F3,model_a,"The core issue here is that these questions measure fundamentally different constructs. The FOODAPS question asks for the REASON someone did not work (capturing causal explanation for non-employment), while the ACS question asks whether someone was TEMPORARILY ABSENT from a job (a binary yes/no about a specific employment status condition). These are different concepts at their core - one measures cause/explanation, the other measures a specific employment circumstance. While Model B's CC.2 (operationalization) reasoning has merit in noting the different response types, the primary barrier is that the concepts themselves differ: 'reason for not working' vs 'temporary absence status.' This is a definitional difference in what is being measured (CC.1), not merely different ways of measuring the same underlying concept (CC.2). Temporary absence is just one potential reason someone might not work, making these fundamentally non-comparable constructs.",CC.1,F3,CC
FOODAPS_0079,CC.1,F3,"FOODAPS asks for the main reason for not working, while ACS asks when the person last worked.",[],"The core concepts differ; one is about reasons for non-participation, and the other is about the last work date, making them incompatible.",CC.2,F3,FOODAPS asks for reasons for non-work (explanatory); ACS asks when person last worked (temporal reference). One is causal reasoning; one is a temporal anchor.,['RS.1'],"Fundamentally different response types. FOODAPS captures explanatory reasoning for non-work, while ACS provides a temporal reference point. These cannot be directly consolidated.",CC,CC,CC.1,F3,model_a,"Both models correctly identify this as a construct conflict with F3 feasibility, but they disagree on whether it's CC.1 (concept definition) or CC.2 (operationalization). The key distinction is that these questions are measuring fundamentally different concepts, not different ways of measuring the same concept. The survey question asks about REASONS for not working (a causal/explanatory construct), while the ACS question asks about TIMING of last work (a temporal/factual construct). These are entirely different core concepts - 'why' versus 'when' - not different operationalizations of the same underlying concept. CC.2 would apply if both questions were trying to measure the same thing (e.g., work status) but using different behavioral indicators. Here, the questions capture completely different information domains, making CC.1 the correct coding.",CC.1,F3,CC
FOODAPS_0080,CC.1,F3,"FOODAPS asks for the main reason for not working, while ACS asks if the person worked for pay.",[],"The focus on reasons for non-work versus actual work status represents fundamentally different constructs, making them incompatible.",CC.2,F3,FOODAPS asks for reasons for non-work (explanatory); ACS asks binary about work for pay (behavioral confirmation). One is causal reasoning; one is work activity confirmation.,['RS.1'],"Different response types. FOODAPS captures reasons for non-work, while ACS confirms work activity. These are fundamentally different questions that cannot be directly consolidated.",CC,CC,CC.1,F3,model_a,"The fundamental issue here is that these questions measure entirely different constructs at the conceptual level. The survey question asks about REASONS for not working (a causal/explanatory construct about why someone didn't work), while the ACS question asks WHETHER someone worked (a binary behavioral status). This is a core concept definition difference (CC.1), not merely an operationalization difference (CC.2). CC.2 would apply if both questions were trying to measure the same underlying concept but using different behavioral indicators to do so. Here, the concepts themselves are fundamentally different: one measures work status, the other measures explanations for non-work. Model B's characterization of 'different response types' conflates the response format issue with the deeper construct issue. The response scale difference (categorical reasons vs. binary yes/no) is secondary to the fact that these questions are asking about completely different things.",CC.1,F3,CC
FOODAPS_0081,CC.1,F3,"FOODAPS asks for the main reason for not working, while ACS asks if the person did any work for pay.",[],"The questions address different constructs; one focuses on reasons for non-work, while the other assesses any work activity, leading to incompatibility.",CC.2,F3,"FOODAPS asks for reasons for non-work (explanatory); ACS asks binary about any paid work, even minimal (behavioral threshold). One is causal reasoning; one is work activity confirmation.",['RS.1'],"Fundamentally different response types. FOODAPS captures explanatory reasoning for non-work, while ACS confirms minimal work activity. These cannot be directly consolidated.",CC,CC,CC.1,F3,model_a,"The fundamental issue here is that these questions measure entirely different constructs at the concept level, not just different operationalizations of the same construct. The survey question asks about REASONS for not working (a causal/explanatory construct), while the ACS question asks WHETHER someone worked (a behavioral/factual construct). This is a CC.1 (concept definition) barrier because 'reasons for non-work' and 'work status' are fundamentally different concepts - one cannot be derived from or mapped to the other. Model B's CC.2 (operationalization) would apply if both questions were trying to measure the same underlying concept but using different behavioral indicators. However, these questions are measuring completely different things: one measures work activity presence, the other measures explanations for work absence. The incompatibility (F3) rating is correct because knowing someone's reason for not working tells us nothing about whether they actually worked, and vice versa.",CC.1,F3,CC
FOODAPS_0082,CC.1,F3,"FOODAPS asks for the main reason for not working, while ACS asks if the person was on layoff.",[],"The focus on reasons for non-work versus layoff status represents fundamentally different constructs, making them incompatible.",CC.2,F3,FOODAPS asks for reasons for non-work (explanatory); ACS asks binary about layoff status (specific employment condition). One is general causal reasoning; one is a specific circumstance.,['RS.1'],"Different response types and scopes. FOODAPS captures broad reasons for non-work, while ACS identifies one specific condition (layoff). These cannot be directly consolidated.",CC,CC,CC.1,F3,model_a,"The core issue is that these questions measure fundamentally different concepts. The survey question asks for the 'main reason' someone did not work - a broad construct capturing any explanation (illness, vacation, caregiving, layoff, etc.). The ACS question specifically asks about layoff status - a narrow yes/no determination of one specific employment condition. This is primarily a concept definition difference (CC.1) rather than an operationalization difference (CC.2). CC.2 would apply if both questions were trying to measure the same underlying concept but using different behavioral indicators or measures. Here, the concepts themselves differ: 'reasons for not working' (multi-causal, explanatory) vs 'layoff status' (specific employment circumstance). While Model B correctly notes the different response types, the response scale difference is a consequence of the construct difference, not the primary barrier. Per the coding rules, CC > RS when scale difference reflects construct difference.",CC.1,F3,CC
FOODAPS_0083,CC.1,F3,"FOODAPS asks for the main reason for not working, while ACS inquires about temporary absence from a job.",[],"The core concepts differ; one focuses on reasons for not working, while the other addresses temporary job absence.",CC.2,F3,FOODAPS asks for reason for non-work (explanatory); ACS asks binary status of temporary absence (factual state),['CC.1'],These questions operationalize employment differently. FOODAPS seeks causal explanation for work absence while ACS identifies a specific employment status condition. They measure different constructs despite shared temporal reference.,CC,CC,CC.1,F3,model_a,"The fundamental barrier here is a concept definition difference (CC.1), not an operationalization difference (CC.2). The survey question asks for the REASON someone did not work (a causal/explanatory concept), while the ACS question asks about a binary STATUS of temporary absence (a factual state concept). These are entirely different core concepts - one is asking 'why didn't you work?' and the other is asking 'were you temporarily absent from a job?' The ACS question doesn't capture reasons at all, and only addresses one specific type of non-work situation (temporary absence from an existing job). Someone could answer 'No' to the ACS question because they don't have a job at all, which would require a completely different treatment. CC.2 (operationalization) would apply if both questions were trying to measure the same underlying concept but using different behavioral indicators - that's not the case here. These questions measure fundamentally different constructs.",CC.1,F3,CC
FOODAPS_0084,TC.2,F3,"FOODAPS asks about reasons for not working last week, while ACS asks when the person last worked.",[],"The temporal framing is fundamentally different; one is about current status, the other about past activity.",CC.1,F3,FOODAPS asks reason for not working last week (current status); ACS asks when person last worked (historical timeline),['TC.2'],Fundamentally different construct definitions. FOODAPS measures current non-work status with explanation; ACS measures recency of any work history. Cannot be consolidated without losing distinct information.,TC,CC,CC.1,F3,model_b,"These questions measure fundamentally different constructs. The survey question asks for the REASON someone did not work (capturing employment barriers, voluntary non-participation, illness, etc.), while the ACS question asks WHEN someone last worked (capturing work history timeline). While both relate to employment, they collect entirely different information - one is causal/explanatory, the other is temporal/historical. The coding rules specify that CC (Construct) > TC (Temporal) when the temporal difference implies a construct difference. Here, the primary barrier is not merely temporal framing but that the questions seek categorically different types of information about work status. You cannot derive reasons for not working from knowing when someone last worked, making these incompatible.",CC.1,F3,CC
FOODAPS_0085,CC.1,F3,"FOODAPS asks if the respondent is looking for a job, while ACS asks if the person worked for pay last week.",[],"The constructs differ; one is about job-seeking behavior, while the other is about actual employment.",CC.1,F3,FOODAPS asks about job search behavior (forward-looking intent); ACS asks about actual work activity last week (backward-looking behavior),['TC.2'],"These measure distinct employment constructs. Job search intent and actual work participation are different dimensions of employment status. A person could be working and searching, or not working and not searching.",CC,CC,,,,,CC.1,F3,CC
